# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
1.57728       	DILUPBiCGStab	5.371480e-06	4.791440e-10	1	1.889250e-05	1.496410e-09	1	false	GAMG	1.460280e-07	4.053870e-10	1	true
1.57728       	DILUPBiCGStab	5.359480e-06	4.652300e-10	1	1.885190e-05	1.462300e-09	1	false	GAMG	1.489160e-07	4.234000e-10	1	true
1.57729       	DILUPBiCGStab	5.370040e-06	4.570650e-10	1	1.888590e-05	1.425480e-09	1	false	GAMG	1.354760e-07	4.367640e-10	1	true
1.57729       	DILUPBiCGStab	5.368700e-06	4.526840e-10	1	1.892840e-05	1.377480e-09	1	false	GAMG	1.806000e-07	4.361610e-10	1	true
1.57729       	DILUPBiCGStab	5.370950e-06	4.679170e-10	1	1.891200e-05	1.308950e-09	1	false	GAMG	1.617830e-07	4.315570e-10	1	true
1.5773        	DILUPBiCGStab	5.375640e-06	4.782860e-10	1	1.891920e-05	1.300850e-09	1	false	GAMG	1.533750e-07	4.392640e-10	1	true
1.5773        	DILUPBiCGStab	5.377800e-06	4.804960e-10	1	1.895820e-05	1.310940e-09	1	false	GAMG	1.543800e-07	4.611080e-10	1	true
1.57731       	DILUPBiCGStab	5.387790e-06	4.929650e-10	1	1.897380e-05	1.315360e-09	1	false	GAMG	1.209260e-07	5.134640e-10	1	true
1.57731       	DILUPBiCGStab	5.389220e-06	4.844430e-10	1	1.898570e-05	1.360990e-09	1	false	GAMG	1.288730e-07	4.461320e-10	1	true
1.57731       	DILUPBiCGStab	5.377380e-06	4.834670e-10	1	1.890830e-05	1.405890e-09	1	false	GAMG	1.608400e-07	4.265090e-10	1	true
1.57732       	DILUPBiCGStab	5.380870e-06	4.907250e-10	1	1.887200e-05	1.431730e-09	1	false	GAMG	1.125740e-07	4.422580e-10	1	true
1.57732       	DILUPBiCGStab	5.395110e-06	5.075030e-10	1	1.891220e-05	1.501450e-09	1	false	GAMG	1.510930e-07	4.090590e-10	1	true
1.57733       	DILUPBiCGStab	5.398640e-06	5.195380e-10	1	1.892410e-05	1.566100e-09	1	false	GAMG	1.331160e-07	4.165470e-10	1	true
1.57733       	DILUPBiCGStab	5.409140e-06	5.297160e-10	1	1.892410e-05	1.606880e-09	1	false	GAMG	1.259110e-07	4.098100e-10	1	true
1.57733       	DILUPBiCGStab	5.425770e-06	5.413720e-10	1	1.898950e-05	1.660330e-09	1	false	GAMG	1.421640e-07	4.505180e-10	1	true
1.57734       	DILUPBiCGStab	5.417900e-06	5.419350e-10	1	1.891070e-05	1.697930e-09	1	false	GAMG	1.415400e-07	4.040310e-10	1	true
1.57734       	DILUPBiCGStab	5.418760e-06	5.429230e-10	1	1.893760e-05	1.743460e-09	1	false	GAMG	1.282580e-07	4.761930e-10	1	true
1.57735       	DILUPBiCGStab	5.418520e-06	5.460090e-10	1	1.893540e-05	1.776430e-09	1	false	GAMG	1.271850e-07	4.057600e-10	1	true
1.57735       	DILUPBiCGStab	5.427310e-06	5.542620e-10	1	1.899510e-05	1.794690e-09	1	false	GAMG	1.381400e-07	4.409470e-10	1	true
1.57735       	DILUPBiCGStab	5.433000e-06	5.612760e-10	1	1.897430e-05	1.803090e-09	1	false	GAMG	1.323320e-07	3.996600e-10	1	true
1.57736       	DILUPBiCGStab	5.433030e-06	5.625280e-10	1	1.900080e-05	1.800970e-09	1	false	GAMG	1.437980e-07	4.277470e-10	1	true
1.57736       	DILUPBiCGStab	5.450000e-06	5.723820e-10	1	1.900450e-05	1.811100e-09	1	false	GAMG	1.383080e-07	4.790480e-10	1	true
1.57737       	DILUPBiCGStab	5.456950e-06	5.790950e-10	1	1.900790e-05	1.800110e-09	1	false	GAMG	1.319950e-07	4.548440e-10	1	true
1.57737       	DILUPBiCGStab	5.448320e-06	5.716130e-10	1	1.900520e-05	1.802620e-09	1	false	GAMG	1.202850e-07	4.779150e-10	1	true
1.57737       	DILUPBiCGStab	5.439300e-06	5.679610e-10	1	1.905100e-05	1.810190e-09	1	false	GAMG	1.376120e-07	4.691160e-10	1	true
1.57738       	DILUPBiCGStab	5.444840e-06	5.709260e-10	1	1.906370e-05	1.819580e-09	1	false	GAMG	1.419690e-07	4.169020e-10	1	true
1.57738       	DILUPBiCGStab	5.452170e-06	5.747320e-10	1	1.905870e-05	1.819520e-09	1	false	GAMG	1.319630e-07	4.342720e-10	1	true
1.57739       	DILUPBiCGStab	5.458410e-06	5.795560e-10	1	1.907770e-05	1.811320e-09	1	false	GAMG	1.350450e-07	4.350970e-10	1	true
1.57739       	DILUPBiCGStab	5.481730e-06	5.914180e-10	1	1.915740e-05	1.819030e-09	1	false	GAMG	1.399560e-07	4.658090e-10	1	true
1.57739       	DILUPBiCGStab	5.478820e-06	5.929260e-10	1	1.907800e-05	1.810000e-09	1	false	GAMG	1.341060e-07	4.380810e-10	1	true
1.5774        	DILUPBiCGStab	5.473460e-06	5.851930e-10	1	1.903430e-05	1.830260e-09	1	false	GAMG	1.254570e-07	4.237780e-10	1	true
1.5774        	DILUPBiCGStab	5.479920e-06	5.898160e-10	1	1.906500e-05	1.842900e-09	1	false	GAMG	2.168650e-07	4.159610e-10	1	true
1.57741       	DILUPBiCGStab	5.475110e-06	5.883380e-10	1	1.906610e-05	1.831710e-09	1	false	GAMG	1.500900e-07	4.154120e-10	1	true
1.57741       	DILUPBiCGStab	5.492890e-06	5.974600e-10	1	1.911690e-05	1.837050e-09	1	false	GAMG	1.350320e-07	5.089050e-10	1	true
1.57741       	DILUPBiCGStab	5.495820e-06	6.002710e-10	1	1.913770e-05	1.824910e-09	1	false	GAMG	1.425860e-07	4.611300e-10	1	true
1.57742       	DILUPBiCGStab	5.507810e-06	6.095210e-10	1	1.914170e-05	1.817350e-09	1	false	GAMG	1.323970e-07	5.106370e-10	1	true
1.57742       	DILUPBiCGStab	5.493920e-06	6.043180e-10	1	1.921410e-05	1.781960e-09	1	false	GAMG	1.552430e-07	6.200800e-10	1	true
1.57743       	DILUPBiCGStab	5.475240e-06	5.898680e-10	1	1.933540e-05	1.745570e-09	1	false	GAMG	1.391290e-07	4.954620e-10	1	true
1.57743       	DILUPBiCGStab	5.483590e-06	5.968180e-10	1	1.931650e-05	1.781090e-09	1	false	GAMG	1.528280e-07	4.616020e-10	1	true
1.57743       	DILUPBiCGStab	5.491040e-06	6.026320e-10	1	1.929570e-05	1.776510e-09	1	false	GAMG	1.447620e-07	4.984220e-10	1	true
1.57744       	DILUPBiCGStab	5.501080e-06	6.074770e-10	1	1.934090e-05	1.766410e-09	1	false	GAMG	1.352260e-07	4.799160e-10	1	true
1.57744       	DILUPBiCGStab	5.515830e-06	6.185700e-10	1	1.925500e-05	1.775220e-09	1	false	GAMG	1.476870e-07	4.763690e-10	1	true
1.57745       	DILUPBiCGStab	5.536240e-06	6.331290e-10	1	1.924480e-05	1.774450e-09	1	false	GAMG	1.598450e-07	4.261210e-10	1	true
1.57745       	DILUPBiCGStab	5.534610e-06	6.302650e-10	1	1.921440e-05	1.771200e-09	1	false	GAMG	1.408900e-07	3.994350e-10	1	true
1.57745       	DILUPBiCGStab	5.517190e-06	6.201370e-10	1	1.922010e-05	1.768720e-09	1	false	GAMG	1.324040e-07	4.439690e-10	1	true
1.57746       	DILUPBiCGStab	5.526600e-06	6.248580e-10	1	1.929870e-05	1.767860e-09	1	false	GAMG	1.447600e-07	5.098700e-10	1	true
1.57746       	DILUPBiCGStab	5.528370e-06	6.250670e-10	1	1.932170e-05	1.757270e-09	1	false	GAMG	1.553330e-07	4.940500e-10	1	true
1.57747       	DILUPBiCGStab	5.529180e-06	6.249800e-10	1	1.939720e-05	1.728930e-09	1	false	GAMG	1.712750e-07	5.512710e-10	1	true
1.57747       	DILUPBiCGStab	5.549340e-06	6.266830e-10	1	1.957910e-05	1.710950e-09	1	false	GAMG	1.553480e-07	8.487600e-10	1	true
1.57747       	DILUPBiCGStab	5.631740e-06	5.809480e-10	1	2.028310e-05	1.599760e-09	1	false	GAMG	1.773180e-07	6.429000e-10	1	true
1.57748       	DILUPBiCGStab	5.531110e-06	6.126830e-10	1	1.951190e-05	1.704050e-09	1	false	GAMG	1.605210e-07	5.439660e-10	1	true
1.57748       	DILUPBiCGStab	5.537430e-06	6.224770e-10	1	1.943700e-05	1.737870e-09	1	false	GAMG	1.559860e-07	5.002980e-10	1	true
1.57749       	DILUPBiCGStab	5.549520e-06	6.301120e-10	1	1.941500e-05	1.743440e-09	1	false	GAMG	1.896900e-07	4.696980e-10	1	true
1.57749       	DILUPBiCGStab	5.559390e-06	6.357630e-10	1	1.936700e-05	1.745450e-09	1	false	GAMG	1.729780e-07	4.440630e-10	1	true
1.5775        	DILUPBiCGStab	5.583390e-06	6.475520e-10	1	1.942880e-05	1.741560e-09	1	false	GAMG	1.819170e-07	4.376920e-10	1	true
1.5775        	DILUPBiCGStab	5.589690e-06	6.538830e-10	1	1.938150e-05	1.731840e-09	1	false	GAMG	1.761640e-07	4.162520e-10	1	true
1.5775        	DILUPBiCGStab	5.575300e-06	6.407280e-10	1	1.934340e-05	1.722950e-09	1	false	GAMG	1.762340e-07	4.061250e-10	1	true
1.57751       	DILUPBiCGStab	5.569010e-06	6.390860e-10	1	1.935090e-05	1.739840e-09	1	false	GAMG	1.772950e-07	4.230360e-10	1	true
1.57751       	DILUPBiCGStab	5.571310e-06	6.414250e-10	1	1.934030e-05	1.741740e-09	1	false	GAMG	1.595390e-07	3.870030e-10	1	true
1.57752       	DILUPBiCGStab	5.579990e-06	6.445030e-10	1	1.937690e-05	1.741230e-09	1	false	GAMG	1.673590e-07	4.511340e-10	1	true
1.57752       	DILUPBiCGStab	5.587940e-06	6.507640e-10	1	1.944000e-05	1.728200e-09	1	false	GAMG	1.833670e-07	5.406670e-10	1	true
1.57752       	DILUPBiCGStab	5.587750e-06	6.558870e-10	1	1.950260e-05	1.697370e-09	1	false	GAMG	1.644690e-07	6.327510e-10	1	true
1.57753       	DILUPBiCGStab	5.563910e-06	6.388160e-10	1	1.956840e-05	1.660620e-09	1	false	GAMG	1.965330e-07	4.745950e-10	1	true
1.57753       	DILUPBiCGStab	5.570550e-06	6.385770e-10	1	1.952130e-05	1.710840e-09	1	false	GAMG	2.041970e-07	4.494390e-10	1	true
1.57754       	DILUPBiCGStab	5.580490e-06	6.450560e-10	1	1.948740e-05	1.721010e-09	1	false	GAMG	2.067060e-07	3.910840e-10	1	true
1.57754       	DILUPBiCGStab	5.577490e-06	6.427560e-10	1	1.944620e-05	1.719580e-09	1	false	GAMG	1.916280e-07	4.341450e-10	1	true
1.57754       	DILUPBiCGStab	5.589410e-06	6.479350e-10	1	1.951190e-05	1.714930e-09	1	false	GAMG	1.818870e-07	5.047570e-10	1	true
1.57755       	DILUPBiCGStab	5.606690e-06	6.559310e-10	1	1.966070e-05	1.697990e-09	1	false	GAMG	2.164640e-07	5.351260e-10	1	true
1.57755       	DILUPBiCGStab	5.606970e-06	6.595190e-10	1	1.958910e-05	1.680710e-09	1	false	GAMG	2.050050e-07	4.325740e-10	1	true
1.57756       	DILUPBiCGStab	5.578680e-06	6.429560e-10	1	1.952040e-05	1.669730e-09	1	false	GAMG	2.148240e-07	6.446220e-10	1	true
1.57756       	DILUPBiCGStab	5.567450e-06	6.328370e-10	1	1.978900e-05	1.633720e-09	1	false	GAMG	2.301070e-07	4.453770e-10	1	true
1.57756       	DILUPBiCGStab	5.579230e-06	6.444680e-10	1	1.954950e-05	1.684190e-09	1	false	GAMG	2.046270e-07	4.842940e-10	1	true
1.57757       	DILUPBiCGStab	5.587520e-06	6.479400e-10	1	1.942060e-05	1.697900e-09	1	false	GAMG	1.706520e-07	4.339120e-10	1	true
1.57757       	DILUPBiCGStab	5.608560e-06	6.527980e-10	1	1.954220e-05	1.704550e-09	1	false	GAMG	2.055030e-07	4.634960e-10	1	true
1.57758       	DILUPBiCGStab	5.634560e-06	6.678130e-10	1	1.958310e-05	1.713720e-09	1	false	GAMG	1.914060e-07	5.922370e-10	1	true
1.57758       	DILUPBiCGStab	5.628170e-06	6.653780e-10	1	1.947850e-05	1.681050e-09	1	false	GAMG	2.192810e-07	4.510870e-10	1	true
1.57759       	DILUPBiCGStab	5.612460e-06	6.503560e-10	1	1.943490e-05	1.689650e-09	1	false	GAMG	1.869460e-07	4.173380e-10	1	true
1.57759       	DILUPBiCGStab	5.614800e-06	6.551160e-10	1	1.946360e-05	1.714370e-09	1	false	GAMG	1.982700e-07	3.855780e-10	1	true
1.57759       	DILUPBiCGStab	5.614460e-06	6.562200e-10	1	1.943560e-05	1.711220e-09	1	false	GAMG	1.825100e-07	3.972970e-10	1	true
1.5776        	DILUPBiCGStab	5.616140e-06	6.559300e-10	1	1.949320e-05	1.702420e-09	1	false	GAMG	2.016740e-07	4.384590e-10	1	true
1.5776        	DILUPBiCGStab	5.626010e-06	6.588350e-10	1	1.965160e-05	1.695410e-09	1	false	GAMG	2.085500e-07	4.613130e-10	1	true
1.57761       	DILUPBiCGStab	5.640680e-06	6.654220e-10	1	1.970140e-05	1.697350e-09	1	false	GAMG	2.390230e-07	4.602200e-10	1	true
1.57761       	DILUPBiCGStab	5.667170e-06	6.857460e-10	1	1.962890e-05	1.710730e-09	1	false	GAMG	2.216200e-07	4.228870e-10	1	true
1.57761       	DILUPBiCGStab	5.638060e-06	6.689800e-10	1	1.952320e-05	1.685850e-09	1	false	GAMG	2.325330e-07	4.465490e-10	1	true
1.57762       	DILUPBiCGStab	5.624520e-06	6.619360e-10	1	1.962370e-05	1.693930e-09	1	false	GAMG	2.289100e-07	5.445480e-10	1	true
1.57762       	DILUPBiCGStab	5.618110e-06	6.585770e-10	1	1.968870e-05	1.676150e-09	1	false	GAMG	2.098520e-07	4.334390e-10	1	true
1.57763       	DILUPBiCGStab	5.613230e-06	6.595930e-10	1	1.957300e-05	1.689490e-09	1	false	GAMG	2.167480e-07	4.406930e-10	1	true
1.57763       	DILUPBiCGStab	5.595800e-06	6.523670e-10	1	1.968950e-05	1.648270e-09	1	false	GAMG	2.174920e-07	7.164560e-10	1	true
1.57764       	DILUPBiCGStab	5.578590e-06	6.353410e-10	1	1.999870e-05	1.582610e-09	1	false	GAMG	2.129300e-07	5.997770e-10	1	true
1.57764       	DILUPBiCGStab	5.595480e-06	6.468760e-10	1	1.990410e-05	1.616530e-09	1	false	GAMG	2.131680e-07	5.399910e-10	1	true
1.57764       	DILUPBiCGStab	5.633120e-06	6.713430e-10	1	1.973580e-05	1.684420e-09	1	false	GAMG	2.345200e-07	5.623310e-10	1	true
1.57765       	DILUPBiCGStab	5.639270e-06	6.729350e-10	1	1.964730e-05	1.685380e-09	1	false	GAMG	2.119790e-07	4.929350e-10	1	true
1.57765       	DILUPBiCGStab	5.635550e-06	6.266570e-10	1	2.001510e-05	1.645730e-09	1	false	GAMG	2.151540e-07	1.668030e-09	1	true
1.57766       	DILUPBiCGStab	5.783300e-06	5.599340e-10	1	2.137180e-05	1.476860e-09	1	false	GAMG	1.863830e-07	5.820180e-10	1	true
1.57766       	DILUPBiCGStab	5.653690e-06	6.735770e-10	1	1.980100e-05	1.702710e-09	1	false	GAMG	2.467260e-07	5.354080e-10	1	true
1.57766       	DILUPBiCGStab	5.635230e-06	6.652720e-10	1	1.958140e-05	1.707050e-09	1	false	GAMG	1.950270e-07	4.407010e-10	1	true
1.57767       	DILUPBiCGStab	5.644430e-06	6.680100e-10	1	1.965130e-05	1.710620e-09	1	false	GAMG	2.318310e-07	3.913070e-10	1	true
1.57767       	DILUPBiCGStab	5.633120e-06	6.664450e-10	1	1.960850e-05	1.698460e-09	1	false	GAMG	2.064860e-07	4.273030e-10	1	true
1.57768       	DILUPBiCGStab	5.595650e-06	6.563560e-10	1	1.974420e-05	1.658430e-09	1	false	GAMG	2.458880e-07	7.139500e-10	1	true
1.57768       	DILUPBiCGStab	5.541240e-06	6.229100e-10	1	2.013290e-05	1.545200e-09	1	false	GAMG	2.322820e-07	7.274390e-10	1	true
1.57768       	DILUPBiCGStab	5.552670e-06	6.280250e-10	1	2.019290e-05	1.553380e-09	1	false	GAMG	2.240710e-07	6.228220e-10	1	true
1.57769       	DILUPBiCGStab	5.582540e-06	6.473910e-10	1	1.987510e-05	1.622160e-09	1	false	GAMG	1.927300e-07	5.610480e-10	1	true
1.57769       	DILUPBiCGStab	5.606340e-06	6.601880e-10	1	1.965120e-05	1.676290e-09	1	false	GAMG	1.966440e-07	4.680530e-10	1	true
1.5777        	DILUPBiCGStab	5.606220e-06	6.514440e-10	1	1.969720e-05	1.649960e-09	1	false	GAMG	2.012730e-07	4.291770e-10	1	true
1.5777        	DILUPBiCGStab	5.599400e-06	6.440800e-10	1	1.974780e-05	1.621380e-09	1	false	GAMG	2.104940e-07	4.368720e-10	1	true
1.57771       	DILUPBiCGStab	5.613170e-06	6.475170e-10	1	1.982360e-05	1.636300e-09	1	false	GAMG	2.327830e-07	4.099490e-10	1	true
1.57771       	DILUPBiCGStab	5.627690e-06	6.641650e-10	1	1.974060e-05	1.674540e-09	1	false	GAMG	2.315830e-07	4.772900e-10	1	true
1.57771       	DILUPBiCGStab	5.633090e-06	6.743240e-10	1	1.964550e-05	1.708340e-09	1	false	GAMG	2.117200e-07	4.642120e-10	1	true
1.57772       	DILUPBiCGStab	5.619950e-06	6.710080e-10	1	1.970250e-05	1.700860e-09	1	false	GAMG	2.257170e-07	5.365270e-10	1	true
1.57772       	DILUPBiCGStab	5.594080e-06	6.625960e-10	1	1.988940e-05	1.659290e-09	1	false	GAMG	2.113260e-07	6.395030e-10	1	true
1.57773       	DILUPBiCGStab	5.550310e-06	6.211960e-10	1	2.016630e-05	1.539000e-09	1	false	GAMG	2.017070e-07	1.113110e-09	1	true
1.57773       	DILUPBiCGStab	5.569850e-06	6.381730e-10	1	2.010870e-05	1.564870e-09	1	false	GAMG	2.271880e-07	6.002110e-10	1	true
1.57774       	DILUPBiCGStab	5.597170e-06	6.646360e-10	1	1.983830e-05	1.666050e-09	1	false	GAMG	2.501510e-07	5.549580e-10	1	true
1.57774       	DILUPBiCGStab	5.590110e-06	6.575350e-10	1	1.987750e-05	1.656220e-09	1	false	GAMG	2.473640e-07	6.633790e-10	1	true
1.57774       	DILUPBiCGStab	5.589790e-06	6.498540e-10	1	2.009760e-05	1.630360e-09	1	false	GAMG	2.489540e-07	4.397740e-10	1	true
1.57775       	DILUPBiCGStab	5.612730e-06	6.645910e-10	1	1.984420e-05	1.694700e-09	1	false	GAMG	2.498020e-07	4.559390e-10	1	true
1.57775       	DILUPBiCGStab	5.616880e-06	6.712510e-10	1	1.979350e-05	1.706370e-09	1	false	GAMG	2.210190e-07	4.716680e-10	1	true
1.57776       	DILUPBiCGStab	5.571270e-06	6.537520e-10	1	1.998020e-05	1.654480e-09	1	false	GAMG	2.581250e-07	1.023180e-09	1	true
1.57776       	DILUPBiCGStab	5.536210e-06	6.214110e-10	1	2.038050e-05	1.546420e-09	1	false	GAMG	2.403840e-07	4.724600e-10	1	true
1.57776       	DILUPBiCGStab	5.587090e-06	6.643670e-10	1	1.983380e-05	1.669440e-09	1	false	GAMG	2.137600e-07	5.564440e-10	1	true
1.57777       	DILUPBiCGStab	5.605060e-06	6.694540e-10	1	1.990250e-05	1.685280e-09	1	false	GAMG	2.063620e-07	4.894510e-10	1	true
1.57777       	DILUPBiCGStab	5.600890e-06	6.666340e-10	1	1.979710e-05	1.697460e-09	1	false	GAMG	2.301420e-07	5.411330e-10	1	true
1.57778       	DILUPBiCGStab	5.583590e-06	6.466590e-10	1	1.989000e-05	1.636640e-09	1	false	GAMG	2.412770e-07	7.179900e-10	1	true
1.57778       	DILUPBiCGStab	5.529270e-06	6.066460e-10	1	2.004220e-05	1.544600e-09	1	false	GAMG	2.460720e-07	8.138610e-10	1	true
1.57779       	DILUPBiCGStab	5.458110e-06	5.846010e-10	1	2.020680e-05	1.506460e-09	1	false	GAMG	2.590160e-07	8.492350e-10	1	true
1.57779       	DILUPBiCGStab	5.466080e-06	5.801300e-10	1	2.007840e-05	1.505030e-09	1	false	GAMG	2.448310e-07	6.584190e-10	1	true
1.57779       	DILUPBiCGStab	5.394970e-06	5.279350e-10	1	2.050810e-05	1.417030e-09	1	false	GAMG	4.195500e-07	1.002900e-09	1	true
1.5778        	DILUPBiCGStab	5.377570e-06	5.347720e-10	1	2.018590e-05	1.435680e-09	1	false	GAMG	2.788440e-07	2.256290e-09	1	true
1.5778        	DILUPBiCGStab	6.324700e-06	4.130910e-10	1	2.618830e-05	1.692180e-09	1	false	GAMG	2.572880e-07	3.710680e-09	1	true
1.57781       	DILUPBiCGStab	6.415150e-06	3.901430e-10	1	2.473240e-05	1.502800e-09	1	false	GAMG	2.260060e-07	4.873140e-09	1	true
1.57781       	DILUPBiCGStab	5.108980e-06	4.976890e-10	1	2.092370e-05	1.469740e-09	1	false	GAMG	2.477970e-07	1.501950e-09	1	true
1.57781       	DILUPBiCGStab	5.044930e-06	4.209700e-10	1	2.127970e-05	1.314060e-09	1	false	GAMG	2.495050e-07	8.809970e-10	1	true
1.57782       	DILUPBiCGStab	5.170980e-06	5.036380e-10	1	2.047310e-05	1.409690e-09	1	false	GAMG	2.259040e-07	1.241890e-09	1	true
1.57782       	DILUPBiCGStab	5.291630e-06	5.455600e-10	1	2.015360e-05	1.494450e-09	1	false	GAMG	2.333610e-07	6.259250e-10	1	true
1.57783       	DILUPBiCGStab	5.351140e-06	5.562070e-10	1	1.997880e-05	1.530070e-09	1	false	GAMG	2.579840e-07	5.632600e-10	1	true
1.57783       	DILUPBiCGStab	5.170550e-06	4.730390e-10	1	2.016100e-05	1.388200e-09	1	false	GAMG	2.531260e-07	2.784290e-09	1	true
1.57784       	DILUPBiCGStab	4.982270e-06	3.907730e-10	1	2.105220e-05	1.281380e-09	1	false	GAMG	2.533780e-07	1.162180e-09	1	true
1.57784       	DILUPBiCGStab	4.945180e-06	3.714420e-10	1	2.137420e-05	1.275160e-09	1	false	GAMG	2.148180e-07	6.342230e-10	1	true
1.57784       	DILUPBiCGStab	4.836840e-06	4.175180e-10	1	2.028160e-05	1.319480e-09	1	false	GAMG	2.470640e-07	2.963410e-09	1	true
1.57785       	DILUPBiCGStab	4.590920e-06	3.072190e-10	1	2.163650e-05	1.274850e-09	1	false	GAMG	2.303260e-07	9.765180e-10	1	true
1.57785       	DILUPBiCGStab	5.029560e-06	5.189200e-10	1	2.031990e-05	1.441560e-09	1	false	GAMG	2.433790e-07	8.148070e-10	1	true
1.57786       	DILUPBiCGStab	5.152650e-06	5.303230e-10	1	2.006950e-05	1.471880e-09	1	false	GAMG	2.779170e-07	6.075730e-10	1	true
1.57786       	DILUPBiCGStab	4.728860e-06	3.005390e-10	1	2.154580e-05	1.322130e-09	1	false	GAMG	2.699710e-07	3.850890e-09	1	true
1.57787       	DILUPBiCGStab	4.501310e-06	3.500000e-10	1	2.059930e-05	1.282240e-09	1	false	GAMG	3.119650e-07	5.272120e-09	1	true
1.57787       	DILUPBiCGStab	7.651440e-06	1.201910e-09	1	2.593370e-05	3.664120e-09	1	false	GAMG	3.072090e-07	3.883380e-09	1	true
1.57787       	DILUPBiCGStab	5.487320e-05	1.613080e-08	1	1.032940e-04	4.175410e-08	1	false	GAMG	1.224570e-07	1.678210e-07	1	true
1.57788       	DILUPBiCGStab	5.828360e-05	4.302510e-09	1	9.231310e-05	1.835050e-08	1	false	GAMG	2.234710e-07	2.568680e-10	1	true
1.57788       	DILUPBiCGStab	8.110270e-06	8.784190e-10	1	2.651150e-05	2.599700e-09	1	false	GAMG	5.484270e-08	5.567720e-10	1	true
1.57788       	DILUPBiCGStab	1.444860e-05	3.067290e-09	1	4.294890e-05	9.908100e-09	1	false	GAMG	1.164100e-07	3.771780e-09	1	true
1.57789       	DILUPBiCGStab	7.619120e-06	2.438480e-09	1	3.236540e-05	7.279570e-09	1	false	GAMG	1.509360e-06	7.723750e-09	1	true
1.57789       	DILUPBiCGStab	6.361190e-06	2.602550e-09	1	2.871400e-05	8.975350e-09	1	false	GAMG	2.217520e-07	3.596680e-09	1	true
1.5779        	DILUPBiCGStab	1.368420e-05	2.430090e-09	1	3.491570e-05	1.092930e-08	1	false	GAMG	2.100950e-07	1.135920e-09	1	true
1.5779        	DILUPBiCGStab	5.839250e-06	2.343180e-09	1	2.631830e-05	7.959540e-09	1	false	GAMG	3.155750e-07	9.724010e-10	1	true
1.57791       	DILUPBiCGStab	5.393780e-06	2.025370e-09	1	2.459980e-05	6.804360e-09	1	false	GAMG	2.766000e-07	8.785000e-10	1	true
1.57791       	DILUPBiCGStab	5.061090e-06	1.802480e-09	1	2.319750e-05	5.895210e-09	1	false	GAMG	2.182440e-07	1.462210e-09	1	true
1.57792       	DILUPBiCGStab	4.768720e-06	1.598540e-09	1	2.204540e-05	5.131270e-09	1	false	GAMG	1.771390e-07	8.957890e-10	1	true
1.57792       	DILUPBiCGStab	4.557030e-06	1.331380e-09	1	2.124380e-05	4.390640e-09	1	false	GAMG	1.862540e-07	1.201550e-09	1	true
1.57792       	DILUPBiCGStab	5.535940e-06	1.360760e-09	1	2.509720e-05	5.221920e-09	1	false	GAMG	1.558980e-07	2.647890e-09	1	true
1.57793       	DILUPBiCGStab	4.338810e-06	1.079810e-09	1	1.916060e-05	3.499680e-09	1	false	GAMG	1.706670e-07	1.488250e-09	1	true
1.57793       	DILUPBiCGStab	4.044010e-06	9.285080e-10	1	1.894500e-05	3.289620e-09	1	false	GAMG	1.609020e-07	5.374980e-10	1	true
1.57793       	DILUPBiCGStab	3.900830e-06	7.063870e-10	1	1.804610e-05	3.028230e-09	1	false	GAMG	1.348160e-07	6.527820e-10	1	true
1.57794       	DILUPBiCGStab	3.827280e-06	5.621820e-10	1	1.768280e-05	2.885540e-09	1	false	GAMG	1.558660e-07	6.240390e-10	1	true
1.57794       	DILUPBiCGStab	3.862230e-06	6.900190e-10	1	1.775550e-05	3.219850e-09	1	false	GAMG	1.558590e-07	1.267740e-09	1	true
1.57795       	DILUPBiCGStab	4.479270e-06	6.702860e-10	1	2.001100e-05	7.192200e-09	1	false	GAMG	1.548090e-07	2.062340e-09	1	true
1.57795       	DILUPBiCGStab	5.179110e-06	9.190540e-10	1	2.110460e-05	3.754780e-09	1	false	GAMG	1.390190e-07	8.029300e-09	1	true
1.57795       	DILUPBiCGStab	4.667220e-06	7.661560e-10	1	1.999310e-05	2.970290e-09	1	false	GAMG	1.518990e-07	1.181490e-09	1	true
1.57796       	DILUPBiCGStab	3.687820e-06	6.834230e-10	1	1.716510e-05	2.496550e-09	1	false	GAMG	1.785050e-07	7.086320e-10	1	true
1.57796       	DILUPBiCGStab	3.680770e-06	6.737180e-10	1	1.720140e-05	2.380300e-09	1	false	GAMG	1.502540e-07	7.947210e-10	1	true
1.57796       	DILUPBiCGStab	3.674910e-06	6.086230e-10	1	1.716380e-05	2.172010e-09	1	false	GAMG	1.860110e-07	9.007560e-10	1	true
1.57797       	DILUPBiCGStab	3.694080e-06	6.248700e-10	1	1.780130e-05	3.588170e-09	1	false	GAMG	1.908890e-07	1.827930e-09	1	true
1.57797       	DILUPBiCGStab	4.781830e-06	2.634110e-09	1	2.390050e-05	1.262190e-08	1	false	GAMG	1.664150e-07	5.107530e-09	1	true
1.57797       	DILUPBiCGStab	4.378890e-06	1.486160e-09	1	2.083840e-05	1.010860e-08	1	false	GAMG	1.734460e-07	3.519470e-09	1	true
1.57798       	DILUPBiCGStab	4.464510e-06	1.927710e-09	1	2.060100e-05	1.582480e-08	1	false	GAMG	1.416120e-07	2.658100e-09	1	true
