# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
1.55229       	DILUPBiCGStab	3.663090e-06	1.692940e-10	1	1.877960e-05	6.690280e-10	1	false	GAMG	2.997730e-07	5.675500e-10	1	true
1.5523        	DILUPBiCGStab	3.663480e-06	1.692190e-10	1	1.879590e-05	7.090810e-10	1	false	GAMG	2.937420e-07	5.670980e-10	1	true
1.5523        	DILUPBiCGStab	3.662820e-06	1.691750e-10	1	1.881100e-05	7.062360e-10	1	false	GAMG	3.187200e-07	5.654320e-10	1	true
1.55231       	DILUPBiCGStab	3.662910e-06	1.691410e-10	1	1.878330e-05	6.998710e-10	1	false	GAMG	2.756190e-07	5.650050e-10	1	true
1.55231       	DILUPBiCGStab	3.662820e-06	1.691520e-10	1	1.881260e-05	6.777400e-10	1	false	GAMG	3.622450e-07	5.650440e-10	1	true
1.55231       	DILUPBiCGStab	3.662470e-06	1.690470e-10	1	1.881250e-05	6.766470e-10	1	false	GAMG	3.200170e-07	5.621860e-10	1	true
1.55232       	DILUPBiCGStab	3.662480e-06	1.690280e-10	1	1.878790e-05	6.792720e-10	1	false	GAMG	2.486270e-07	5.643220e-10	1	true
1.55232       	DILUPBiCGStab	3.662260e-06	1.689460e-10	1	1.882430e-05	6.790740e-10	1	false	GAMG	3.156920e-07	5.625610e-10	1	true
1.55233       	DILUPBiCGStab	3.661960e-06	1.688680e-10	1	1.880620e-05	6.717820e-10	1	false	GAMG	2.846770e-07	5.596360e-10	1	true
1.55233       	DILUPBiCGStab	3.661810e-06	1.688140e-10	1	1.881760e-05	6.705520e-10	1	false	GAMG	3.031650e-07	5.624190e-10	1	true
1.55233       	DILUPBiCGStab	3.661850e-06	1.686570e-10	1	1.886460e-05	6.986640e-10	1	false	GAMG	3.574110e-07	5.654830e-10	1	true
1.55234       	DILUPBiCGStab	3.661710e-06	1.686480e-10	1	1.881840e-05	6.881230e-10	1	false	GAMG	3.135650e-07	5.639670e-10	1	true
1.55234       	DILUPBiCGStab	3.661260e-06	1.685080e-10	1	1.876600e-05	6.801350e-10	1	false	GAMG	3.439840e-07	5.650290e-10	1	true
1.55234       	DILUPBiCGStab	3.661010e-06	1.684160e-10	1	1.876660e-05	6.851690e-10	1	false	GAMG	2.793870e-07	5.632480e-10	1	true
1.55235       	DILUPBiCGStab	3.661100e-06	1.683910e-10	1	1.879990e-05	6.823230e-10	1	false	GAMG	2.809070e-07	5.625710e-10	1	true
1.55235       	DILUPBiCGStab	3.661310e-06	1.683730e-10	1	1.880020e-05	6.824280e-10	1	false	GAMG	3.064570e-07	5.621270e-10	1	true
1.55236       	DILUPBiCGStab	3.660420e-06	1.682400e-10	1	1.880560e-05	7.103630e-10	1	false	GAMG	2.729840e-07	5.623110e-10	1	true
1.55236       	DILUPBiCGStab	3.660790e-06	1.681840e-10	1	1.882400e-05	7.245530e-10	1	false	GAMG	3.121950e-07	5.620530e-10	1	true
1.55236       	DILUPBiCGStab	3.660030e-06	1.680900e-10	1	1.872040e-05	7.221960e-10	1	false	GAMG	2.049150e-07	5.618500e-10	1	true
1.55237       	DILUPBiCGStab	3.659710e-06	1.679600e-10	1	1.870260e-05	7.250760e-10	1	false	GAMG	1.977830e-07	5.584140e-10	1	true
1.55237       	DILUPBiCGStab	3.660210e-06	1.679680e-10	1	1.872950e-05	7.248900e-10	1	false	GAMG	2.061370e-07	5.560080e-10	1	true
1.55237       	DILUPBiCGStab	3.659630e-06	1.678760e-10	1	1.876180e-05	7.068010e-10	1	false	GAMG	2.420640e-07	5.596270e-10	1	true
1.55238       	DILUPBiCGStab	3.659430e-06	1.677960e-10	1	1.874260e-05	7.096280e-10	1	false	GAMG	2.157330e-07	5.639840e-10	1	true
1.55238       	DILUPBiCGStab	3.659630e-06	1.676560e-10	1	1.879630e-05	7.128570e-10	1	false	GAMG	2.765280e-07	5.625480e-10	1	true
1.55239       	DILUPBiCGStab	3.658730e-06	1.674560e-10	1	1.873410e-05	7.173640e-10	1	false	GAMG	2.386180e-07	5.642960e-10	1	true
1.55239       	DILUPBiCGStab	3.658880e-06	1.674190e-10	1	1.879930e-05	7.278830e-10	1	false	GAMG	2.633710e-07	5.650540e-10	1	true
1.55239       	DILUPBiCGStab	3.658890e-06	1.673390e-10	1	1.876780e-05	7.304270e-10	1	false	GAMG	2.719470e-07	5.676330e-10	1	true
1.5524        	DILUPBiCGStab	3.658360e-06	1.672580e-10	1	1.874780e-05	7.305860e-10	1	false	GAMG	2.360480e-07	5.685540e-10	1	true
1.5524        	DILUPBiCGStab	3.658330e-06	1.671510e-10	1	1.871030e-05	7.280700e-10	1	false	GAMG	2.026190e-07	5.713300e-10	1	true
1.5524        	DILUPBiCGStab	3.658470e-06	1.672910e-10	1	1.873920e-05	7.267320e-10	1	false	GAMG	2.121300e-07	5.704830e-10	1	true
1.55241       	DILUPBiCGStab	3.658110e-06	1.672320e-10	1	1.872660e-05	7.312000e-10	1	false	GAMG	1.928890e-07	5.759930e-10	1	true
1.55241       	DILUPBiCGStab	3.658380e-06	1.673680e-10	1	1.877530e-05	7.318840e-10	1	false	GAMG	2.687290e-07	5.736890e-10	1	true
1.55242       	DILUPBiCGStab	3.657780e-06	1.672410e-10	1	1.871650e-05	7.346250e-10	1	false	GAMG	2.156920e-07	5.704000e-10	1	true
1.55242       	DILUPBiCGStab	3.657580e-06	1.673020e-10	1	1.874620e-05	7.328730e-10	1	false	GAMG	2.186880e-07	5.715840e-10	1	true
1.55242       	DILUPBiCGStab	3.657120e-06	1.671960e-10	1	1.870430e-05	7.333750e-10	1	false	GAMG	2.030070e-07	5.704720e-10	1	true
1.55243       	DILUPBiCGStab	3.657090e-06	1.672970e-10	1	1.874670e-05	7.340600e-10	1	false	GAMG	2.250460e-07	5.703380e-10	1	true
1.55243       	DILUPBiCGStab	3.657060e-06	1.673180e-10	1	1.873490e-05	7.355520e-10	1	false	GAMG	2.044000e-07	5.709790e-10	1	true
1.55243       	DILUPBiCGStab	3.656820e-06	1.672550e-10	1	1.874800e-05	7.348150e-10	1	false	GAMG	2.310000e-07	5.712600e-10	1	true
1.55244       	DILUPBiCGStab	3.656750e-06	1.673250e-10	1	1.876440e-05	7.383760e-10	1	false	GAMG	2.405040e-07	5.710930e-10	1	true
1.55244       	DILUPBiCGStab	3.656400e-06	1.673020e-10	1	1.875030e-05	7.405750e-10	1	false	GAMG	2.156970e-07	5.703780e-10	1	true
1.55245       	DILUPBiCGStab	3.656220e-06	1.673920e-10	1	1.874160e-05	7.369450e-10	1	false	GAMG	2.106260e-07	5.734830e-10	1	true
1.55245       	DILUPBiCGStab	3.655630e-06	1.673390e-10	1	1.870780e-05	7.373950e-10	1	false	GAMG	1.860160e-07	5.802590e-10	1	true
1.55245       	DILUPBiCGStab	3.655480e-06	1.675260e-10	1	1.870450e-05	7.405600e-10	1	false	GAMG	1.783110e-07	5.797810e-10	1	true
1.55246       	DILUPBiCGStab	3.655840e-06	1.677060e-10	1	1.873370e-05	7.353060e-10	1	false	GAMG	1.967410e-07	5.869510e-10	1	true
1.55246       	DILUPBiCGStab	3.656040e-06	1.678820e-10	1	1.875200e-05	7.393740e-10	1	false	GAMG	2.136380e-07	5.895180e-10	1	true
1.55246       	DILUPBiCGStab	3.655660e-06	1.680960e-10	1	1.875350e-05	7.382520e-10	1	false	GAMG	2.196290e-07	5.891150e-10	1	true
1.55247       	DILUPBiCGStab	3.655390e-06	1.685830e-10	1	1.876710e-05	7.409110e-10	1	false	GAMG	2.332730e-07	5.920940e-10	1	true
1.55247       	DILUPBiCGStab	3.655260e-06	1.688990e-10	1	1.875100e-05	7.355480e-10	1	false	GAMG	2.247910e-07	5.935560e-10	1	true
1.55248       	DILUPBiCGStab	3.654940e-06	1.692510e-10	1	1.878910e-05	7.403100e-10	1	false	GAMG	2.487040e-07	5.951510e-10	1	true
1.55248       	DILUPBiCGStab	3.654620e-06	1.695070e-10	1	1.876080e-05	7.412410e-10	1	false	GAMG	2.558380e-07	5.974880e-10	1	true
1.55248       	DILUPBiCGStab	3.654790e-06	1.699740e-10	1	1.877830e-05	7.387030e-10	1	false	GAMG	2.267690e-07	5.982420e-10	1	true
1.55249       	DILUPBiCGStab	3.654250e-06	1.702010e-10	1	1.875450e-05	7.439500e-10	1	false	GAMG	2.397650e-07	6.002650e-10	1	true
1.55249       	DILUPBiCGStab	3.654060e-06	1.705510e-10	1	1.876070e-05	7.327740e-10	1	false	GAMG	2.436660e-07	6.002610e-10	1	true
1.55249       	DILUPBiCGStab	3.654070e-06	1.708380e-10	1	1.877070e-05	7.451640e-10	1	false	GAMG	2.590790e-07	6.001460e-10	1	true
1.5525        	DILUPBiCGStab	3.653870e-06	1.712270e-10	1	1.874970e-05	7.280540e-10	1	false	GAMG	2.512360e-07	5.984450e-10	1	true
1.5525        	DILUPBiCGStab	3.653370e-06	1.714520e-10	1	1.871840e-05	7.238380e-10	1	false	GAMG	2.130880e-07	6.021470e-10	1	true
1.55251       	DILUPBiCGStab	3.653380e-06	1.716840e-10	1	1.875320e-05	7.266450e-10	1	false	GAMG	2.502500e-07	6.018440e-10	1	true
1.55251       	DILUPBiCGStab	3.653070e-06	1.716860e-10	1	1.870360e-05	7.425660e-10	1	false	GAMG	2.165330e-07	5.973140e-10	1	true
1.55251       	DILUPBiCGStab	3.652960e-06	1.719170e-10	1	1.874270e-05	7.242870e-10	1	false	GAMG	2.137060e-07	5.971970e-10	1	true
1.55252       	DILUPBiCGStab	3.652980e-06	1.720440e-10	1	1.873920e-05	7.271920e-10	1	false	GAMG	2.187960e-07	5.959600e-10	1	true
1.55252       	DILUPBiCGStab	3.652660e-06	1.720440e-10	1	1.871200e-05	7.238160e-10	1	false	GAMG	2.056200e-07	5.942030e-10	1	true
1.55252       	DILUPBiCGStab	3.653270e-06	1.720840e-10	1	1.874660e-05	7.442290e-10	1	false	GAMG	3.149990e-07	5.921340e-10	1	true
1.55253       	DILUPBiCGStab	3.653440e-06	1.722320e-10	1	1.872390e-05	7.160140e-10	1	false	GAMG	2.651890e-07	5.893420e-10	1	true
1.55253       	DILUPBiCGStab	3.653580e-06	1.723720e-10	1	1.878330e-05	7.294460e-10	1	false	GAMG	2.969440e-07	5.916670e-10	1	true
1.55254       	DILUPBiCGStab	3.653430e-06	1.725570e-10	1	1.872930e-05	7.252780e-10	1	false	GAMG	2.351780e-07	5.895610e-10	1	true
1.55254       	DILUPBiCGStab	3.652470e-06	1.724530e-10	1	1.869630e-05	7.473640e-10	1	false	GAMG	2.578290e-07	5.890300e-10	1	true
1.55254       	DILUPBiCGStab	3.653610e-06	1.728620e-10	1	1.875460e-05	7.129370e-10	1	false	GAMG	2.297050e-07	5.912170e-10	1	true
1.55255       	DILUPBiCGStab	3.653380e-06	1.728910e-10	1	1.873090e-05	7.226830e-10	1	false	GAMG	2.233800e-07	5.857970e-10	1	true
1.55255       	DILUPBiCGStab	3.653010e-06	1.729510e-10	1	1.872870e-05	7.357170e-10	1	false	GAMG	2.460420e-07	5.878510e-10	1	true
1.55255       	DILUPBiCGStab	3.653070e-06	1.728940e-10	1	1.868520e-05	7.504090e-10	1	false	GAMG	2.119840e-07	5.876660e-10	1	true
1.55256       	DILUPBiCGStab	3.653260e-06	1.731260e-10	1	1.874210e-05	7.209810e-10	1	false	GAMG	2.817470e-07	5.924300e-10	1	true
1.55256       	DILUPBiCGStab	3.653580e-06	1.732290e-10	1	1.876620e-05	7.181930e-10	1	false	GAMG	2.521480e-07	5.968880e-10	1	true
1.55257       	DILUPBiCGStab	3.653780e-06	1.732770e-10	1	1.871050e-05	7.137610e-10	1	false	GAMG	2.280210e-07	5.943070e-10	1	true
1.55257       	DILUPBiCGStab	3.653920e-06	1.733890e-10	1	1.871570e-05	7.551860e-10	1	false	GAMG	2.076910e-07	5.938550e-10	1	true
1.55257       	DILUPBiCGStab	3.654080e-06	1.736910e-10	1	1.873390e-05	7.047010e-10	1	false	GAMG	2.360670e-07	5.965660e-10	1	true
1.55258       	DILUPBiCGStab	3.654100e-06	1.738190e-10	1	1.870190e-05	7.501790e-10	1	false	GAMG	1.936740e-07	5.950890e-10	1	true
1.55258       	DILUPBiCGStab	3.654720e-06	1.740770e-10	1	1.872050e-05	7.555380e-10	1	false	GAMG	1.981330e-07	5.921850e-10	1	true
1.55258       	DILUPBiCGStab	3.654350e-06	1.742980e-10	1	1.872390e-05	7.285200e-10	1	false	GAMG	2.172090e-07	5.931840e-10	1	true
1.55259       	DILUPBiCGStab	3.654860e-06	1.746030e-10	1	1.877110e-05	7.089710e-10	1	false	GAMG	2.101690e-07	5.889840e-10	1	true
1.55259       	DILUPBiCGStab	3.654660e-06	1.746920e-10	1	1.875810e-05	7.137740e-10	1	false	GAMG	2.074840e-07	5.909400e-10	1	true
1.5526        	DILUPBiCGStab	3.655650e-06	1.746770e-10	1	1.875320e-05	7.546540e-10	1	false	GAMG	2.366980e-07	5.949510e-10	1	true
1.5526        	DILUPBiCGStab	3.655380e-06	1.750300e-10	1	1.873500e-05	7.158890e-10	1	false	GAMG	1.907270e-07	5.869590e-10	1	true
1.5526        	DILUPBiCGStab	3.655760e-06	1.751350e-10	1	1.875880e-05	7.100980e-10	1	false	GAMG	1.977070e-07	5.896330e-10	1	true
1.55261       	DILUPBiCGStab	3.656850e-06	1.752950e-10	1	1.878850e-05	7.328150e-10	1	false	GAMG	2.478830e-07	5.926960e-10	1	true
1.55261       	DILUPBiCGStab	3.656310e-06	1.752810e-10	1	1.871250e-05	7.544790e-10	1	false	GAMG	1.914290e-07	5.921730e-10	1	true
1.55262       	DILUPBiCGStab	3.657560e-06	1.756330e-10	1	1.875010e-05	7.631000e-10	1	false	GAMG	1.982860e-07	5.919830e-10	1	true
1.55262       	DILUPBiCGStab	3.656970e-06	1.757850e-10	1	1.872110e-05	7.316010e-10	1	false	GAMG	1.860270e-07	5.913430e-10	1	true
1.55262       	DILUPBiCGStab	3.657150e-06	1.759880e-10	1	1.871720e-05	7.307200e-10	1	false	GAMG	1.797920e-07	5.913620e-10	1	true
1.55263       	DILUPBiCGStab	3.657870e-06	1.762050e-10	1	1.874580e-05	7.201500e-10	1	false	GAMG	1.899890e-07	5.921410e-10	1	true
1.55263       	DILUPBiCGStab	3.658390e-06	1.764330e-10	1	1.873620e-05	7.087080e-10	1	false	GAMG	1.739540e-07	5.953220e-10	1	true
1.55263       	DILUPBiCGStab	3.659710e-06	1.765890e-10	1	1.873770e-05	7.335860e-10	1	false	GAMG	2.127010e-07	5.933640e-10	1	true
1.55264       	DILUPBiCGStab	3.660120e-06	1.765910e-10	1	1.874210e-05	7.684270e-10	1	false	GAMG	2.135200e-07	5.996350e-10	1	true
1.55264       	DILUPBiCGStab	3.660880e-06	1.768780e-10	1	1.879320e-05	7.404040e-10	1	false	GAMG	2.222800e-07	6.005060e-10	1	true
1.55265       	DILUPBiCGStab	3.660350e-06	1.769370e-10	1	1.873300e-05	7.301360e-10	1	false	GAMG	1.909240e-07	6.003710e-10	1	true
1.55265       	DILUPBiCGStab	3.660810e-06	1.771070e-10	1	1.877750e-05	7.463720e-10	1	false	GAMG	1.934030e-07	5.974000e-10	1	true
1.55265       	DILUPBiCGStab	3.660940e-06	1.772340e-10	1	1.875070e-05	7.651870e-10	1	false	GAMG	2.010010e-07	5.978680e-10	1	true
1.55266       	DILUPBiCGStab	3.661410e-06	1.774030e-10	1	1.874470e-05	7.727170e-10	1	false	GAMG	1.928640e-07	6.018200e-10	1	true
1.55266       	DILUPBiCGStab	3.662610e-06	1.776890e-10	1	1.874170e-05	7.247580e-10	1	false	GAMG	2.040810e-07	6.092340e-10	1	true
1.55266       	DILUPBiCGStab	3.663290e-06	1.778350e-10	1	1.874390e-05	7.730700e-10	1	false	GAMG	1.821060e-07	6.075860e-10	1	true
1.55267       	DILUPBiCGStab	3.663360e-06	1.779390e-10	1	1.870900e-05	7.665790e-10	1	false	GAMG	1.822770e-07	6.117730e-10	1	true
1.55267       	DILUPBiCGStab	3.663280e-06	1.781130e-10	1	1.872350e-05	7.346890e-10	1	false	GAMG	1.714310e-07	6.068730e-10	1	true
1.55268       	DILUPBiCGStab	3.663520e-06	1.782430e-10	1	1.872670e-05	7.723980e-10	1	false	GAMG	1.680160e-07	6.064990e-10	1	true
1.55268       	DILUPBiCGStab	3.663940e-06	1.783510e-10	1	1.875230e-05	7.584730e-10	1	false	GAMG	1.797520e-07	6.074700e-10	1	true
1.55268       	DILUPBiCGStab	3.664620e-06	1.785330e-10	1	1.875700e-05	7.526760e-10	1	false	GAMG	1.937830e-07	6.066820e-10	1	true
1.55269       	DILUPBiCGStab	3.664880e-06	1.786400e-10	1	1.873970e-05	7.379940e-10	1	false	GAMG	1.902270e-07	6.076130e-10	1	true
1.55269       	DILUPBiCGStab	3.665180e-06	1.787080e-10	1	1.871150e-05	7.755220e-10	1	false	GAMG	1.646820e-07	6.103120e-10	1	true
1.55269       	DILUPBiCGStab	3.666000e-06	1.789610e-10	1	1.876180e-05	7.447680e-10	1	false	GAMG	1.776520e-07	6.088110e-10	1	true
1.5527        	DILUPBiCGStab	3.672820e-06	1.799720e-10	1	1.877300e-05	7.788700e-10	1	false	GAMG	1.928770e-07	6.096460e-10	1	true
1.5527        	DILUPBiCGStab	3.673220e-06	1.800950e-10	1	1.876040e-05	7.601210e-10	1	false	GAMG	1.545250e-07	6.111630e-10	1	true
1.55271       	DILUPBiCGStab	3.673960e-06	1.803330e-10	1	1.877470e-05	7.200010e-10	1	false	GAMG	1.676520e-07	6.080670e-10	1	true
1.55271       	DILUPBiCGStab	3.674240e-06	1.805130e-10	1	1.878430e-05	7.146220e-10	1	false	GAMG	1.746400e-07	6.128370e-10	1	true
1.55271       	DILUPBiCGStab	3.675090e-06	1.806540e-10	1	1.877950e-05	7.794740e-10	1	false	GAMG	1.802320e-07	6.137220e-10	1	true
1.55272       	DILUPBiCGStab	3.675500e-06	1.809100e-10	1	1.876780e-05	7.387220e-10	1	false	GAMG	1.841840e-07	6.086960e-10	1	true
1.55272       	DILUPBiCGStab	3.676320e-06	1.811000e-10	1	1.878630e-05	7.821280e-10	1	false	GAMG	1.850100e-07	6.094850e-10	1	true
1.55272       	DILUPBiCGStab	3.677130e-06	1.812420e-10	1	1.876120e-05	7.856490e-10	1	false	GAMG	1.778340e-07	6.112020e-10	1	true
1.55273       	DILUPBiCGStab	3.679250e-06	1.817610e-10	1	1.882040e-05	7.252850e-10	1	false	GAMG	2.024020e-07	6.155740e-10	1	true
1.55273       	DILUPBiCGStab	3.680470e-06	1.820970e-10	1	1.877450e-05	7.501980e-10	1	false	GAMG	1.885740e-07	6.149730e-10	1	true
1.55274       	DILUPBiCGStab	3.681400e-06	1.825470e-10	1	1.878090e-05	7.283890e-10	1	false	GAMG	1.846980e-07	6.474550e-10	1	true
1.55274       	DILUPBiCGStab	3.682330e-06	1.830310e-10	1	1.881100e-05	7.412070e-10	1	false	GAMG	1.786410e-07	6.494040e-10	1	true
1.55274       	DILUPBiCGStab	3.684140e-06	1.835920e-10	1	1.879580e-05	7.486350e-10	1	false	GAMG	1.860820e-07	6.365560e-10	1	true
1.55275       	DILUPBiCGStab	3.686160e-06	1.840380e-10	1	1.882810e-05	7.936040e-10	1	false	GAMG	1.849550e-07	6.242120e-10	1	true
1.55275       	DILUPBiCGStab	3.687000e-06	1.842870e-10	1	1.880080e-05	7.969790e-10	1	false	GAMG	1.783690e-07	6.091900e-10	1	true
1.55275       	DILUPBiCGStab	3.687120e-06	1.845120e-10	1	1.880160e-05	7.956190e-10	1	false	GAMG	1.735890e-07	6.097180e-10	1	true
1.55276       	DILUPBiCGStab	3.687920e-06	1.847700e-10	1	1.886180e-05	7.922550e-10	1	false	GAMG	1.974610e-07	6.111050e-10	1	true
1.55276       	DILUPBiCGStab	3.688470e-06	1.850250e-10	1	1.886370e-05	7.650380e-10	1	false	GAMG	2.464210e-07	6.213490e-10	1	true
1.55277       	DILUPBiCGStab	3.689660e-06	1.852910e-10	1	1.882210e-05	7.494800e-10	1	false	GAMG	1.927020e-07	6.268460e-10	1	true
1.55277       	DILUPBiCGStab	3.698260e-06	1.866820e-10	1	1.886360e-05	8.059970e-10	1	false	GAMG	1.960400e-07	6.270810e-10	1	true
1.55277       	DILUPBiCGStab	3.699900e-06	1.870330e-10	1	1.884210e-05	8.015160e-10	1	false	GAMG	1.683480e-07	6.228160e-10	1	true
1.55278       	DILUPBiCGStab	3.700910e-06	1.872700e-10	1	1.886410e-05	8.091410e-10	1	false	GAMG	2.334610e-07	6.161780e-10	1	true
1.55278       	DILUPBiCGStab	3.700280e-06	1.873830e-10	1	1.885080e-05	8.015690e-10	1	false	GAMG	1.812720e-07	6.237590e-10	1	true
1.55278       	DILUPBiCGStab	3.699980e-06	1.875150e-10	1	1.887500e-05	8.096350e-10	1	false	GAMG	1.916570e-07	6.262550e-10	1	true
1.55279       	DILUPBiCGStab	3.700110e-06	1.877810e-10	1	1.885060e-05	7.551400e-10	1	false	GAMG	1.575240e-07	6.198490e-10	1	true
1.55279       	DILUPBiCGStab	3.700900e-06	1.879770e-10	1	1.887870e-05	7.631060e-10	1	false	GAMG	2.354970e-07	6.135720e-10	1	true
1.5528        	DILUPBiCGStab	3.701670e-06	1.881990e-10	1	1.886770e-05	8.123470e-10	1	false	GAMG	1.888600e-07	6.030270e-10	1	true
1.5528        	DILUPBiCGStab	3.702140e-06	1.883680e-10	1	1.882850e-05	8.103110e-10	1	false	GAMG	1.649450e-07	5.961130e-10	1	true
1.5528        	DILUPBiCGStab	3.702840e-06	1.886590e-10	1	1.885500e-05	8.080640e-10	1	false	GAMG	1.670710e-07	5.965160e-10	1	true
1.55281       	DILUPBiCGStab	3.703880e-06	1.889280e-10	1	1.888030e-05	8.072710e-10	1	false	GAMG	2.200940e-07	5.972490e-10	1	true
1.55281       	DILUPBiCGStab	3.704560e-06	1.891550e-10	1	1.884620e-05	8.061640e-10	1	false	GAMG	1.482910e-07	5.985930e-10	1	true
1.55282       	DILUPBiCGStab	3.705850e-06	1.894370e-10	1	1.885050e-05	8.123470e-10	1	false	GAMG	1.613900e-07	6.032830e-10	1	true
1.55282       	DILUPBiCGStab	3.707390e-06	1.898350e-10	1	1.889160e-05	7.774600e-10	1	false	GAMG	2.290200e-07	6.153990e-10	1	true
1.55282       	DILUPBiCGStab	3.708480e-06	1.901200e-10	1	1.890870e-05	7.753090e-10	1	false	GAMG	2.050560e-07	6.213910e-10	1	true
1.55283       	DILUPBiCGStab	3.716100e-06	1.914040e-10	1	1.895840e-05	8.144060e-10	1	false	GAMG	2.251770e-07	6.068970e-10	1	true
1.55283       	DILUPBiCGStab	3.715770e-06	1.915240e-10	1	1.890860e-05	8.165660e-10	1	false	GAMG	2.364600e-07	6.189760e-10	1	true
1.55283       	DILUPBiCGStab	3.715820e-06	1.917250e-10	1	1.890330e-05	8.135770e-10	1	false	GAMG	1.861110e-07	6.218290e-10	1	true
1.55284       	DILUPBiCGStab	3.716070e-06	1.918940e-10	1	1.889210e-05	8.225930e-10	1	false	GAMG	1.792170e-07	6.154100e-10	1	true
1.55284       	DILUPBiCGStab	3.716870e-06	1.920640e-10	1	1.894700e-05	8.127650e-10	1	false	GAMG	2.288170e-07	6.058300e-10	1	true
1.55285       	DILUPBiCGStab	3.717020e-06	1.921570e-10	1	1.891650e-05	8.190250e-10	1	false	GAMG	1.783380e-07	5.966900e-10	1	true
1.55285       	DILUPBiCGStab	3.717200e-06	1.922970e-10	1	1.894720e-05	7.968820e-10	1	false	GAMG	1.852930e-07	5.946360e-10	1	true
1.55285       	DILUPBiCGStab	3.717500e-06	1.923460e-10	1	1.891890e-05	8.213650e-10	1	false	GAMG	2.128220e-07	5.892660e-10	1	true
1.55286       	DILUPBiCGStab	3.717500e-06	1.924350e-10	1	1.886260e-05	8.191420e-10	1	false	GAMG	1.407560e-07	5.843650e-10	1	true
1.55286       	DILUPBiCGStab	3.718210e-06	1.927170e-10	1	1.890250e-05	7.747360e-10	1	false	GAMG	1.679770e-07	5.839420e-10	1	true
1.55286       	DILUPBiCGStab	3.718920e-06	1.929950e-10	1	1.894940e-05	7.484420e-10	1	false	GAMG	2.161770e-07	5.830340e-10	1	true
1.55287       	DILUPBiCGStab	3.719500e-06	1.930980e-10	1	1.892100e-05	8.212430e-10	1	false	GAMG	1.724520e-07	5.806000e-10	1	true
1.55287       	DILUPBiCGStab	3.720120e-06	1.934100e-10	1	1.894260e-05	7.876100e-10	1	false	GAMG	1.723850e-07	5.810100e-10	1	true
1.55288       	DILUPBiCGStab	3.720510e-06	1.935420e-10	1	1.894470e-05	8.141890e-10	1	false	GAMG	2.156520e-07	5.800320e-10	1	true
1.55288       	DILUPBiCGStab	3.720640e-06	1.937000e-10	1	1.892030e-05	8.310620e-10	1	false	GAMG	1.917110e-07	5.788050e-10	1	true
1.55288       	DILUPBiCGStab	3.721110e-06	1.939290e-10	1	1.889930e-05	8.272130e-10	1	false	GAMG	1.523340e-07	5.782140e-10	1	true
1.55289       	DILUPBiCGStab	3.721920e-06	1.941620e-10	1	1.890820e-05	8.269770e-10	1	false	GAMG	1.964420e-07	5.790230e-10	1	true
1.55289       	DILUPBiCGStab	3.722340e-06	1.944820e-10	1	1.891770e-05	7.777520e-10	1	false	GAMG	1.754620e-07	5.783390e-10	1	true
1.55289       	DILUPBiCGStab	3.722260e-06	1.945330e-10	1	1.890770e-05	8.281130e-10	1	false	GAMG	1.477860e-07	5.810670e-10	1	true
1.5529        	DILUPBiCGStab	3.722320e-06	1.946730e-10	1	1.892170e-05	8.349060e-10	1	false	GAMG	2.108190e-07	5.785150e-10	1	true
1.5529        	DILUPBiCGStab	3.722830e-06	1.948980e-10	1	1.892820e-05	8.296360e-10	1	false	GAMG	2.101820e-07	5.781060e-10	1	true
1.55291       	DILUPBiCGStab	3.722900e-06	1.950880e-10	1	1.892730e-05	7.557720e-10	1	false	GAMG	2.034100e-07	5.751660e-10	1	true
1.55291       	DILUPBiCGStab	3.723350e-06	1.952150e-10	1	1.890840e-05	8.268710e-10	1	false	GAMG	1.687900e-07	5.694620e-10	1	true
1.55291       	DILUPBiCGStab	3.723600e-06	1.953620e-10	1	1.890980e-05	8.301730e-10	1	false	GAMG	1.677690e-07	5.676180e-10	1	true
1.55292       	DILUPBiCGStab	3.724010e-06	1.956110e-10	1	1.890510e-05	7.557330e-10	1	false	GAMG	1.571370e-07	5.617430e-10	1	true
1.55292       	DILUPBiCGStab	3.724240e-06	1.956420e-10	1	1.889590e-05	8.296720e-10	1	false	GAMG	1.419430e-07	5.593700e-10	1	true
1.55292       	DILUPBiCGStab	3.724450e-06	1.957490e-10	1	1.889430e-05	8.350090e-10	1	false	GAMG	1.514750e-07	5.557580e-10	1	true
1.55293       	DILUPBiCGStab	3.724640e-06	1.958660e-10	1	1.890690e-05	8.338030e-10	1	false	GAMG	1.477150e-07	5.551170e-10	1	true
1.55293       	DILUPBiCGStab	3.725030e-06	1.960200e-10	1	1.890460e-05	8.342550e-10	1	false	GAMG	1.462540e-07	5.544170e-10	1	true
1.55294       	DILUPBiCGStab	3.725100e-06	1.960790e-10	1	1.886270e-05	8.343750e-10	1	false	GAMG	1.334690e-07	5.545040e-10	1	true
1.55294       	DILUPBiCGStab	3.726090e-06	1.962770e-10	1	1.892450e-05	8.283320e-10	1	false	GAMG	1.507770e-07	5.543900e-10	1	true
1.55294       	DILUPBiCGStab	3.726600e-06	1.964390e-10	1	1.893480e-05	7.533370e-10	1	false	GAMG	1.488130e-07	5.557620e-10	1	true
