# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
1.5883        	omega         	1.226078e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58869       	U             	(-1.489935e+00 -8.319855e-01 -9.336776e-26)	(1.697846e-02 1.540293e-02 1.100000e-02)	0	(9.437426e+00 1.553145e+00 2.363668e-27)	(8.396652e-03 1.799169e-02 1.100000e-02)	0
1.58869       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.263095e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.58869       	p_rgh         	-7.807865e+03	(1.016978e+00 -8.029601e-02 1.100000e-02)	8	7.049844e+04	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.58869       	omega         	1.225799e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58911       	U             	(-1.660525e+00 -1.889366e+00 -1.241670e-25)	(1.697846e-02 1.540293e-02 1.100000e-02)	0	(6.739780e+00 2.242470e+00 5.369286e-27)	(7.121778e-04 1.643563e-02 1.100000e-02)	2
1.58911       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.365256e+01	(6.780099e-02 1.516589e-02 1.100000e-02)	6
1.58911       	p_rgh         	-7.721365e+03	(1.009385e+00 -8.456711e-02 1.100000e-02)	9	7.026297e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.58911       	omega         	1.226170e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58954       	U             	(-1.037851e+00 -8.932255e-01 -7.151853e-26)	(1.740685e-02 1.475722e-02 1.100000e-02)	0	(1.315891e+01 2.615345e+00 8.507111e-27)	(9.848141e-03 2.692069e-02 1.100000e-02)	0
1.58954       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273236e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.58954       	p_rgh         	-7.627362e+03	(1.001818e+00 -8.311254e-02 1.100000e-02)	8	7.019135e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.58954       	omega         	1.226508e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.58996       	U             	(-7.684586e-01 -1.489987e+00 -1.174100e-25)	(1.764763e-02 1.507688e-02 1.100000e-02)	0	(2.161275e-01 4.370884e-01 2.473817e-26)	(1.854982e-02 1.446280e-02 1.100000e-02)	0
1.58996       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273582e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.58996       	p_rgh         	-7.724800e+03	(1.001818e+00 -8.311254e-02 1.100000e-02)	8	7.018685e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.58996       	omega         	1.226784e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59037       	U             	(-6.572096e-01 -2.163355e+00 -5.633982e-26)	(1.833071e-02 1.483108e-02 1.100000e-02)	0	(2.406192e-01 5.223947e-01 1.574920e-25)	(4.833994e-02 1.047074e-02 1.100000e-02)	6
1.59037       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273502e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59037       	p_rgh         	-7.445477e+03	(1.001818e+00 -8.311254e-02 1.100000e-02)	8	1.321697e+05	(1.009412e+00 -7.872814e-02 1.100000e-02)	8
1.59037       	omega         	1.226979e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59077       	U             	(-2.778211e+00 -6.924480e-01 -8.156968e-26)	(2.094007e-02 1.417758e-02 1.100000e-02)	1	(1.171922e+01 1.380820e+00 4.994073e-28)	(7.077043e-03 2.028462e-02 1.100000e-02)	0
1.59077       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273417e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59077       	p_rgh         	-7.325917e+03	(9.942071e-01 -8.993368e-02 1.100000e-02)	9	7.194464e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.59077       	omega         	1.227125e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59116       	U             	(-1.351829e+00 -6.674151e-01 -1.519409e-25)	(1.209780e-02 1.555441e-02 1.100000e-02)	0	(4.554216e+00 2.995706e-01 7.638367e-27)	(1.531933e-02 1.816843e-02 1.100000e-02)	0
1.59116       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273385e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59116       	p_rgh         	-6.132813e+03	(8.581629e-01 -5.331342e-02 1.100000e-02)	8	1.855636e+07	(9.942308e-01 -8.539854e-02 1.100000e-02)	9
1.59116       	omega         	1.227302e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59155       	U             	(-9.942838e-01 -6.344936e-01 -8.174763e-26)	(1.209780e-02 1.555441e-02 1.100000e-02)	0	(7.245570e-01 7.736626e-01 1.384705e-24)	(4.096115e-02 1.143013e-02 1.100000e-02)	6
1.59155       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273390e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59155       	p_rgh         	-9.708608e+03	(1.111600e+00 -9.750415e-02 1.100000e-02)	9	1.510257e+05	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.59155       	omega         	1.228182e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59195       	U             	(-1.281664e+00 -1.698087e+00 -8.262420e-25)	(2.156512e-01 -1.754061e-02 1.100000e-02)	7	(8.278224e-01 8.195335e-01 4.384524e-26)	(1.479033e-02 1.562643e-02 1.100000e-02)	0
1.59195       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273399e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59195       	p_rgh         	-9.716450e+03	(1.111600e+00 -9.819370e-02 1.100000e-02)	9	1.430816e+05	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.59195       	omega         	1.231484e+02	(1.107825e+00 -3.643142e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59235       	U             	(-9.387718e-01 -2.876067e-01 -6.580271e-26)	(1.372343e-02 1.534949e-02 1.100000e-02)	0	(9.949642e+00 1.568485e+00 9.077551e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.59235       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273405e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59235       	p_rgh         	-8.291141e+03	(1.111600e+00 -9.378827e-02 1.100000e-02)	9	1.038553e+05	(1.111600e+00 -7.943561e-02 1.100000e-02)	8
1.59235       	omega         	1.237444e+02	(1.107825e+00 -3.776057e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59275       	U             	(-5.634749e-01 -6.581884e-01 -1.499599e-26)	(1.433732e-02 1.492670e-02 1.100000e-02)	0	(6.544784e-01 1.407665e+00 4.655729e-26)	(1.831688e-02 1.447168e-02 1.100000e-02)	0
1.59275       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273407e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59275       	p_rgh         	-6.043887e+03	(1.111600e+00 -1.007873e-01 1.100000e-02)	9	5.733903e+05	(1.623597e-01 3.343474e-03 1.100000e-02)	7
1.59275       	omega         	1.247083e+02	(1.107825e+00 -3.909799e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59315       	U             	(-1.043857e+00 -1.002901e+00 -1.853744e-26)	(1.540870e-02 1.488866e-02 1.100000e-02)	0	(9.379472e-01 1.255072e+00 3.147764e-24)	(2.468773e-01 -1.453552e-02 1.100000e-02)	8
1.59315       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273406e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59315       	p_rgh         	-7.338161e+03	(1.111600e+00 -1.036882e-01 1.100000e-02)	9	1.201881e+05	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.59315       	omega         	1.258608e+02	(1.107825e+00 -3.909799e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59355       	U             	(-1.753025e+00 -1.029789e-01 -7.098945e-27)	(1.392373e-02 1.512588e-02 1.100000e-02)	0	(3.302647e+00 1.052425e+00 6.391322e-25)	(2.500632e-01 -1.263430e-02 1.100000e-02)	7
1.59355       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273406e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59355       	p_rgh         	-8.337062e+03	(1.111600e+00 -1.076435e-01 1.100000e-02)	9	2.846695e+05	(4.443099e-01 -4.070084e-02 1.100000e-02)	8
1.59355       	omega         	1.272997e+02	(1.107824e+00 -4.044373e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59395       	U             	(-2.957298e-01 -1.990302e+00 -1.296833e-25)	(1.832559e-02 1.469808e-02 1.100000e-02)	0	(6.892537e-01 7.476474e-01 1.069740e-26)	(1.392109e-02 1.505822e-02 1.100000e-02)	0
1.59395       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273405e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59395       	p_rgh         	-7.795556e+03	(1.111600e+00 -1.129328e-01 1.100000e-02)	9	9.994407e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.59395       	omega         	1.288587e+02	(1.107824e+00 -4.179783e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59435       	U             	(-1.767814e+00 -1.071120e+00 -1.341123e-25)	(1.371670e-02 1.517716e-02 1.100000e-02)	0	(1.581463e+00 2.047506e-01 4.797410e-26)	(2.397212e-02 1.364922e-02 1.100000e-02)	1
1.59435       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	6.065814e+01	(1.092652e+00 -1.173133e-01 1.100000e-02)	9
1.59435       	p_rgh         	-5.927580e+03	(1.111600e+00 -1.191767e-01 1.100000e-02)	9	8.600554e+04	(1.100285e+00 -9.980893e-03 1.100000e-02)	8
1.59435       	omega         	1.303741e+02	(1.107824e+00 -4.316035e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59476       	U             	(-1.037757e+00 -1.085078e+00 -4.821540e-26)	(1.250831e-02 1.577034e-02 1.100000e-02)	0	(9.917039e+00 1.567042e+00 9.111572e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.59476       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	8.724022e+01	(1.100232e+00 -1.180587e-01 1.100000e-02)	9
1.59476       	p_rgh         	-1.447019e+03	(3.531951e-01 -4.067621e-02 1.100000e-02)	9	1.522354e+05	(1.107812e+00 -1.188041e-01 1.100000e-02)	9
1.59476       	omega         	1.314885e+02	(1.107824e+00 -4.453134e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59516       	U             	(-1.473291e+00 -2.750793e-01 -3.791042e-26)	(1.650209e-02 1.468520e-02 1.100000e-02)	0	(7.415421e+00 2.585865e+00 5.356435e-27)	(2.917572e-04 1.633403e-02 1.100000e-02)	2
1.59516       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	7.684678e+01	(1.100232e+00 -1.180587e-01 1.100000e-02)	9
1.59516       	p_rgh         	-1.421919e+03	(3.531965e-01 -4.064224e-02 1.100000e-02)	9	2.265774e+05	(3.630201e-01 -3.344761e-02 1.100000e-02)	9
1.59516       	omega         	1.318894e+02	(1.092714e+00 -4.204148e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59556       	U             	(-9.168403e-01 -1.059632e+00 -4.561469e-26)	(1.762620e-02 1.452115e-02 1.100000e-02)	0	(5.096966e+00 3.983125e-01 2.135353e-26)	(6.549162e-02 1.847834e-02 1.100000e-02)	6
1.59556       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	4.485603e+01	(1.100232e+00 -1.180587e-01 1.100000e-02)	9
1.59556       	p_rgh         	-1.427928e+03	(3.531951e-01 -4.067621e-02 1.100000e-02)	9	1.528226e+05	(3.537438e-01 -2.667289e-02 1.100000e-02)	8
1.59556       	omega         	1.319491e+02	(1.092712e+00 -4.340573e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59596       	U             	(-1.239513e+00 -4.227724e-01 -4.065933e-27)	(1.476030e-02 1.485469e-02 1.100000e-02)	0	(1.788001e+00 2.152247e+00 1.167009e-24)	(1.052091e-01 1.012458e-02 1.100000e-02)	5
1.59596       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	2.766072e+01	(1.100232e+00 -1.180587e-01 1.100000e-02)	9
1.59596       	p_rgh         	-8.668131e+03	(1.092656e+00 -1.122815e-01 1.100000e-02)	9	1.315695e+06	(3.531951e-01 -4.067621e-02 1.100000e-02)	9
1.59596       	omega         	1.317685e+02	(1.092712e+00 -4.340573e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59636       	U             	(-1.350432e+00 -4.819433e-01 -8.051359e-26)	(1.171063e-02 1.582649e-02 1.100000e-02)	0	(7.444721e+00 1.960584e+00 6.619219e-28)	(7.491399e-03 1.758236e-02 1.100000e-02)	0
1.59636       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.862934e+01	(1.100232e+00 -1.180587e-01 1.100000e-02)	9
1.59636       	p_rgh         	-8.525161e+03	(1.085074e+00 -1.146057e-01 1.100000e-02)	9	1.060744e+05	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.59636       	omega         	1.317443e+02	(1.092712e+00 -4.340573e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59676       	U             	(-1.046500e+00 -8.628349e-01 -8.101611e-26)	(4.912180e-02 1.038712e-02 1.100000e-02)	6	(7.437172e+00 2.593506e+00 5.379283e-27)	(2.917572e-04 1.633403e-02 1.100000e-02)	2
1.59676       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.359136e+01	(1.100232e+00 -1.180587e-01 1.100000e-02)	9
1.59676       	p_rgh         	-8.403371e+03	(1.069950e+00 -9.437752e-02 1.100000e-02)	9	7.998783e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.59676       	omega         	1.319695e+02	(1.092711e+00 -4.477847e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59716       	U             	(-5.028207e-01 -4.851144e-01 -6.515356e-26)	(1.606454e-02 1.485103e-02 1.100000e-02)	0	(9.940968e+00 1.579027e+00 8.570608e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.59716       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273405e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59716       	p_rgh         	-8.386028e+03	(1.069959e+00 -8.924240e-02 1.100000e-02)	8	2.056567e+05	(1.085099e+00 -9.292622e-02 1.100000e-02)	9
1.59716       	omega         	1.319085e+02	(1.092711e+00 -4.477847e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59756       	U             	(-7.124134e-01 -1.572498e+00 -1.999598e-25)	(2.667328e-02 1.384614e-02 1.100000e-02)	1	(7.436347e+00 2.593354e+00 5.373326e-27)	(2.917572e-04 1.633403e-02 1.100000e-02)	2
1.59756       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273405e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.59756       	p_rgh         	-8.636220e+03	(1.092666e+00 -9.964237e-02 1.100000e-02)	9	9.584103e+04	(1.107820e+00 -6.757742e-02 1.100000e-02)	8
1.59756       	omega         	1.316561e+02	(1.092710e+00 -4.615974e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59796       	U             	(-2.128365e+00 -1.013729e+00 -2.655939e-26)	(1.455081e-02 1.495641e-02 1.100000e-02)	0	(8.434010e+00 8.763480e-01 2.048753e-27)	(1.341215e-02 1.799738e-02 1.100000e-02)	0
1.59796       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.411504e+01	(1.000655e-01 1.398886e-02 1.100000e-02)	5
1.59796       	p_rgh         	-9.611354e+03	(1.111600e+00 -1.067269e-01 1.100000e-02)	9	1.414473e+05	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.59796       	omega         	1.314337e+02	(1.092710e+00 -4.615974e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59836       	U             	(-2.375470e+00 -4.197640e-01 -2.945307e-27)	(1.739562e-02 1.446622e-02 1.100000e-02)	0	(9.929856e+00 1.581657e+00 8.483787e-28)	(6.637247e-03 1.787976e-02 1.100000e-02)	0
1.59836       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.554978e+01	(9.923481e-02 1.409740e-02 1.100000e-02)	5
1.59836       	p_rgh         	-9.759820e+03	(1.111600e+00 -8.958267e-02 1.100000e-02)	8	1.680118e+05	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.59836       	omega         	1.313745e+02	(1.092709e+00 -4.754960e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59876       	U             	(-1.908958e+00 -1.277303e+00 -7.259451e-26)	(1.854750e-02 1.440244e-02 1.100000e-02)	0	(8.164329e+00 9.041090e-01 2.402224e-27)	(1.341215e-02 1.799738e-02 1.100000e-02)	0
1.59876       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.518241e+01	(9.842830e-02 1.455465e-02 1.100000e-02)	5
1.59876       	p_rgh         	-7.772103e+03	(1.085098e+00 -9.438089e-02 1.100000e-02)	9	1.104930e+05	(9.110237e-01 -6.823987e-02 1.100000e-02)	8
1.59876       	omega         	1.314841e+02	(1.092709e+00 -4.754960e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59916       	U             	(-1.158743e+00 -8.570792e-01 -3.271702e-26)	(1.350124e-02 1.498448e-02 1.100000e-02)	0	(6.500445e-01 2.215902e+00 5.389221e-26)	(9.445149e-02 1.311131e-02 1.100000e-02)	5
1.59916       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.459654e+01	(9.682821e-02 1.476165e-02 1.100000e-02)	5
1.59916       	p_rgh         	-6.764983e+03	(1.111600e+00 -1.101362e-01 1.100000e-02)	9	9.270364e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.59916       	omega         	1.318587e+02	(1.092708e+00 -4.894810e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59956       	U             	(-8.256121e-01 -6.117962e-01 -2.407258e-26)	(1.350124e-02 1.498448e-02 1.100000e-02)	0	(1.382184e+00 3.636033e-01 3.060097e-25)	(8.655175e-01 -7.230714e-02 1.100000e-02)	9
1.59956       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.550070e+01	(9.374638e-02 1.447707e-02 1.100000e-02)	5
1.59956       	p_rgh         	-7.314894e+03	(1.111600e+00 -1.191767e-01 1.100000e-02)	9	2.870399e+05	(9.452854e-02 1.541469e-02 1.100000e-02)	5
1.59956       	omega         	1.320350e+02	(1.092708e+00 -4.894810e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.59996       	U             	(-6.100684e-01 -1.213595e+00 -3.064351e-25)	(1.455004e-02 1.493659e-02 1.100000e-02)	0	(1.490063e+00 4.895648e-01 3.435750e-25)	(8.503739e-01 -7.093719e-02 1.100000e-02)	9
1.59996       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.378883e+01	(5.994171e-02 1.874741e-02 1.100000e-02)	6
1.59996       	p_rgh         	-8.468309e+03	(1.111600e+00 -1.191767e-01 1.100000e-02)	9	9.307497e+04	(1.111600e+00 -1.069936e-02 1.100000e-02)	8
1.59996       	omega         	1.323599e+02	(1.077595e+00 -4.640351e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.60036       	U             	(-7.868446e-01 -8.021144e-01 -8.809850e-26)	(1.434394e-02 1.509669e-02 1.100000e-02)	0	(2.671864e+00 1.349672e-01 1.586294e-26)	(1.454727e-02 1.486544e-02 1.100000e-02)	0
1.60036       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.432222e+01	(6.039030e-02 1.870150e-02 1.100000e-02)	6
1.60036       	p_rgh         	-6.559049e+03	(9.033504e-01 -7.846925e-02 1.100000e-02)	9	1.441259e+05	(1.107812e+00 -1.188041e-01 1.100000e-02)	9
1.60036       	omega         	1.323928e+02	(1.077595e+00 -4.640351e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.60076       	U             	(-5.108773e-01 -7.928462e-01 -1.663381e-25)	(1.455004e-02 1.493659e-02 1.100000e-02)	0	(2.902836e+00 8.883343e-02 9.435212e-27)	(1.454727e-02 1.486544e-02 1.100000e-02)	0
1.60076       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.455877e+01	(5.949530e-02 1.879195e-02 1.100000e-02)	6
1.60076       	p_rgh         	-6.082287e+03	(9.033567e-01 -7.781015e-02 1.100000e-02)	9	1.511710e+05	(9.108949e-01 -8.223099e-02 1.100000e-02)	9
1.60076       	omega         	1.322729e+02	(1.070041e+00 -4.445091e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.60116       	U             	(-7.725607e-01 -2.729942e-01 -1.435390e-26)	(1.016034e-02 1.583088e-02 1.100000e-02)	0	(7.427385e+00 2.590412e+00 5.135439e-27)	(2.917572e-04 1.633403e-02 1.100000e-02)	2
1.60116       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.525374e+01	(5.905122e-02 1.883626e-02 1.100000e-02)	6
1.60116       	p_rgh         	-8.589639e+03	(1.092675e+00 -8.877883e-02 1.100000e-02)	8	1.985977e+05	(3.675361e-01 -4.280395e-02 1.100000e-02)	9
1.60116       	omega         	1.321378e+02	(1.070041e+00 -4.445091e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.60156       	U             	(-1.613709e+00 -8.874421e-01 -4.925716e-26)	(2.476780e-02 1.370906e-02 1.100000e-02)	1	(7.423704e+00 2.589185e+00 5.368531e-27)	(2.917572e-04 1.633403e-02 1.100000e-02)	2
1.60156       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.613462e+01	(5.949530e-02 1.879195e-02 1.100000e-02)	6
1.60156       	p_rgh         	-8.496138e+03	(1.085072e+00 -1.163095e-01 1.100000e-02)	9	7.991303e+04	(1.111600e+00 -1.191767e-01 1.100000e-02)	9
1.60156       	omega         	1.321822e+02	(1.070038e+00 -4.583047e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.60196       	U             	(-9.280017e-01 -4.531023e-01 -1.271720e-26)	(1.650286e-02 1.470516e-02 1.100000e-02)	0	(1.740083e+00 1.708869e+00 7.569334e-27)	(8.316329e-02 1.491579e-02 1.100000e-02)	5
1.60196       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.635102e+01	(5.817001e-02 1.892418e-02 1.100000e-02)	6
1.60196       	p_rgh         	-7.789213e+03	(1.047263e+00 -8.113776e-02 1.100000e-02)	8	1.490525e+06	(1.062399e+00 -8.340576e-02 1.100000e-02)	8
1.60196       	omega         	1.322512e+02	(1.077591e+00 -4.919534e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.60236       	U             	(-2.008301e+00 -1.074554e+00 -9.260974e-26)	(3.431934e-02 1.240714e-02 1.100000e-02)	1	(5.792569e-01 1.436993e+00 1.571694e-26)	(1.628140e-02 1.473366e-02 1.100000e-02)	0
1.60236       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.745689e+01	(5.773284e-02 1.896780e-02 1.100000e-02)	6
1.60236       	p_rgh         	-8.313083e+03	(1.077523e+00 -9.507139e-02 1.100000e-02)	9	1.851119e+05	(1.092670e+00 -9.577383e-02 1.100000e-02)	9
1.60236       	omega         	1.320051e+02	(1.077591e+00 -4.919534e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.60276       	U             	(-1.076742e+00 -5.521104e-01 -8.737814e-27)	(1.350980e-02 1.520370e-02 1.100000e-02)	0	(2.593589e+00 3.892881e-01 1.031452e-26)	(2.766808e-01 -1.229236e-02 1.100000e-02)	8
1.60276       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.854815e+01	(5.906170e-02 1.914126e-02 1.100000e-02)	6
1.60276       	p_rgh         	-9.390546e+03	(1.111600e+00 -9.533004e-02 1.100000e-02)	9	1.419662e+05	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.60276       	omega         	1.317264e+02	(1.077591e+00 -4.919534e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.60316       	U             	(-1.114032e+00 -7.502735e-01 -6.826922e-26)	(1.901405e-02 1.430603e-02 1.100000e-02)	0	(2.433151e+00 4.702742e-01 1.653443e-25)	(3.634655e-01 -2.201759e-02 1.100000e-02)	8
1.60316       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.963620e+01	(5.861994e-02 1.918491e-02 1.100000e-02)	6
1.60316       	p_rgh         	-9.697074e+03	(1.111600e+00 -1.177955e-01 1.100000e-02)	9	1.510448e+05	(1.111600e+00 -9.690407e-03 1.100000e-02)	8
1.60316       	omega         	1.315462e+02	(1.077591e+00 -4.919534e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
