# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
1.55901       	omega         	1.339367e+02	(1.032286e+00 -3.360352e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5594        	U             	(-1.634296e+00 -9.777576e-01 -9.645800e-26)	(7.607422e-03 1.607925e-02 1.100000e-02)	0	(1.133623e+01 1.379833e+00 9.037234e-28)	(7.168677e-03 1.824380e-02 1.100000e-02)	0
1.5594        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273397e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.5594        	p_rgh         	1.619068e+03	(3.894476e-02 1.310355e-02 1.100000e-02)	1	7.015623e+04	(1.111600e+00 -1.176861e-01 1.100000e-02)	9
1.5594        	omega         	1.337632e+02	(1.032286e+00 -3.360352e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5598        	U             	(-1.088063e+00 -8.553974e-01 -1.516634e-26)	(7.607422e-03 1.607925e-02 1.100000e-02)	0	(5.979022e+00 1.109274e+00 1.062148e-26)	(1.061804e-01 1.146539e-02 1.100000e-02)	5
1.5598        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273397e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.5598        	p_rgh         	1.620450e+03	(3.894198e-02 1.302686e-02 1.100000e-02)	1	7.018308e+04	(1.111600e+00 -1.177955e-01 1.100000e-02)	9
1.5598        	omega         	1.335841e+02	(1.032290e+00 -3.229898e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56019       	U             	(-1.447487e+00 -3.509510e-01 -5.836794e-28)	(6.897773e-03 1.579861e-02 1.100000e-02)	0	(1.104728e+01 2.988414e+00 5.434431e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56019       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273397e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56019       	p_rgh         	1.623745e+03	(3.894198e-02 1.302686e-02 1.100000e-02)	1	7.020968e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.56019       	omega         	1.333906e+02	(1.032290e+00 -3.229898e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56058       	U             	(-1.117217e+00 -1.535869e+00 -1.237591e-25)	(8.315958e-03 1.596228e-02 1.100000e-02)	0	(2.247507e+00 7.606740e-01 1.636920e-26)	(1.160664e-01 6.134703e-03 1.100000e-02)	7
1.56058       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273398e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56058       	p_rgh         	1.629070e+03	(3.860368e-02 1.306921e-02 1.100000e-02)	1	7.023270e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.56058       	omega         	1.332275e+02	(1.032290e+00 -3.229898e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56097       	U             	(-1.511791e+00 -7.863462e-01 -3.044914e-27)	(1.110714e-02 1.545942e-02 1.100000e-02)	0	(1.189044e+01 1.549339e+00 5.088108e-28)	(6.672874e-03 1.877018e-02 1.100000e-02)	0
1.56097       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273398e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56097       	p_rgh         	1.630915e+03	(3.827283e-02 1.326777e-02 1.100000e-02)	1	7.025526e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.56097       	omega         	1.330287e+02	(1.039840e+00 -3.415296e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56137       	U             	(-3.065189e+00 -1.009131e+00 -7.087586e-26)	(7.080316e-03 1.603133e-02 1.100000e-02)	0	(1.133237e+01 1.398294e+00 8.973938e-28)	(7.168677e-03 1.824380e-02 1.100000e-02)	0
1.56137       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273398e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56137       	p_rgh         	1.630217e+03	(3.793237e-02 1.315325e-02 1.100000e-02)	1	7.027957e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.56137       	omega         	1.328476e+02	(1.039840e+00 -3.415296e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56176       	U             	(-1.554744e+00 -1.363821e-01 -1.749243e-27)	(6.897773e-03 1.579861e-02 1.100000e-02)	0	(9.698601e-01 3.135481e-01 9.118116e-26)	(1.071974e-02 1.546457e-02 1.100000e-02)	0
1.56176       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273398e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56176       	p_rgh         	1.635196e+03	(3.827902e-02 1.343850e-02 1.100000e-02)	1	7.030286e+04	(1.111600e+00 -1.180004e-01 1.100000e-02)	9
1.56176       	omega         	1.326940e+02	(1.039840e+00 -3.415296e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56215       	U             	(-1.826574e+00 -3.397338e-01 -5.200883e-27)	(6.726276e-03 1.581986e-02 1.100000e-02)	0	(3.416019e+00 5.774292e-01 2.635004e-26)	(2.187935e-01 -4.622657e-03 1.100000e-02)	7
1.56215       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273398e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56215       	p_rgh         	1.633683e+03	(3.794424e-02 1.348003e-02 1.100000e-02)	1	7.032488e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.56215       	omega         	1.325024e+02	(1.039844e+00 -3.284514e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56254       	U             	(-1.671043e+00 -4.807583e-01 4.645334e-29)	(6.555674e-03 1.584099e-02 1.100000e-02)	0	(9.297738e+00 6.170970e-01 9.346865e-27)	(1.200075e-02 1.816141e-02 1.100000e-02)	0
1.56254       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273398e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56254       	p_rgh         	1.636882e+03	(3.727082e-02 1.331266e-02 1.100000e-02)	1	7.034608e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.56254       	omega         	1.323310e+02	(1.039844e+00 -3.284514e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56294       	U             	(-4.189205e+00 2.520902e+00 4.279301e-28)	(6.555674e-03 1.584099e-02 1.100000e-02)	0	(1.106205e+01 2.991764e+00 5.465926e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56294       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.384010e+01	(1.139279e-02 1.775455e-02 1.100000e-02)	0
1.56294       	p_rgh         	1.639483e+03	(3.694415e-02 1.343339e-02 1.100000e-02)	1	7.036920e+04	(1.111600e+00 -1.177955e-01 1.100000e-02)	9
1.56294       	omega         	1.321273e+02	(1.047394e+00 -3.470241e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56333       	U             	(-1.657133e+00 -4.051726e-01 -2.651124e-27)	(9.027265e-03 1.553481e-02 1.100000e-02)	0	(1.106509e+01 2.991961e+00 5.464378e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56333       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.399927e+01	(1.119843e-02 1.777747e-02 1.100000e-02)	0
1.56333       	p_rgh         	1.625474e+03	(3.830126e-02 1.405140e-02 1.100000e-02)	1	7.039639e+04	(1.111600e+00 -1.177955e-01 1.100000e-02)	9
1.56333       	omega         	1.319399e+02	(1.047394e+00 -3.470241e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56372       	U             	(-2.420459e+00 -1.063997e-01 -2.003490e-27)	(9.027265e-03 1.553481e-02 1.100000e-02)	0	(7.631608e+00 2.941076e-01 1.056073e-26)	(1.152414e-01 1.343903e-02 1.100000e-02)	5
1.56372       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.651257e+01	(6.217135e-03 1.588293e-02 1.100000e-02)	2
1.56372       	p_rgh         	1.620699e+03	(3.898884e-02 1.432066e-02 1.100000e-02)	1	7.042300e+04	(1.111600e+00 -1.176861e-01 1.100000e-02)	9
1.56372       	omega         	1.317794e+02	(1.047394e+00 -3.470241e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56411       	U             	(-2.019364e+00 -3.235606e-01 -3.205656e-26)	(1.585184e-02 1.504542e-02 1.100000e-02)	0	(7.748699e+00 2.569268e-01 1.006188e-26)	(1.163421e-01 1.412954e-02 1.100000e-02)	5
1.56411       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.411786e+01	(1.023301e-02 1.767063e-02 1.100000e-02)	0
1.56411       	p_rgh         	1.617539e+03	(3.932457e-02 1.415934e-02 1.100000e-02)	1	7.044734e+04	(1.111600e+00 -1.176861e-01 1.100000e-02)	9
1.56411       	omega         	1.316220e+02	(1.047397e+00 -3.339129e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5645        	U             	(-1.325539e+00 -1.208749e+00 -4.740061e-26)	(9.036412e-03 1.576544e-02 1.100000e-02)	0	(1.105731e+01 2.995453e+00 5.316536e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.5645        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.362890e+01	(9.857168e-03 1.771440e-02 1.100000e-02)	0
1.5645        	p_rgh         	1.616357e+03	(3.966643e-02 1.411787e-02 1.100000e-02)	1	7.047274e+04	(1.111600e+00 -1.177955e-01 1.100000e-02)	9
1.5645        	omega         	1.314427e+02	(1.047397e+00 -3.339129e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56489       	U             	(3.539897e-02 -7.848227e-01 -1.851864e-26)	(7.244063e-03 1.577063e-02 1.100000e-02)	0	(1.136078e+01 1.428362e+00 8.662407e-28)	(7.168677e-03 1.824380e-02 1.100000e-02)	0
1.56489       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.274979e+01	(9.481021e-03 1.765193e-02 1.100000e-02)	0
1.56489       	p_rgh         	1.614883e+03	(4.001008e-02 1.407613e-02 1.100000e-02)	1	7.049708e+04	(1.111600e+00 -1.179002e-01 1.100000e-02)	9
1.56489       	omega         	1.312348e+02	(1.054947e+00 -3.525186e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56529       	U             	(-3.709736e-01 -8.642833e-01 -2.299723e-26)	(7.244063e-03 1.577063e-02 1.100000e-02)	0	(1.115261e+01 1.133884e+00 1.381815e-27)	(8.957020e-03 1.838875e-02 1.100000e-02)	0
1.56529       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273398e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56529       	p_rgh         	1.621976e+03	(3.966219e-02 1.400043e-02 1.100000e-02)	1	7.051489e+04	(1.111600e+00 -1.180004e-01 1.100000e-02)	9
1.56529       	omega         	1.310419e+02	(1.054947e+00 -3.525186e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56568       	U             	(-1.869621e+00 -1.765538e-01 -2.465816e-27)	(6.726276e-03 1.581986e-02 1.100000e-02)	0	(-1.123341e+00 1.658668e+00 8.895469e-26)	(6.556266e-03 1.585580e-02 1.100000e-02)	0
1.56568       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.275335e+01	(1.320249e-02 1.789712e-02 1.100000e-02)	0
1.56568       	p_rgh         	1.667617e+03	(3.669634e-02 1.566965e-02 1.100000e-02)	1	7.052993e+04	(1.111600e+00 -1.180963e-01 1.100000e-02)	9
1.56568       	omega         	1.308751e+02	(1.054947e+00 -3.525186e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56607       	U             	(-1.984862e+00 -4.245414e-01 8.578219e-29)	(6.555674e-03 1.584099e-02 1.100000e-02)	0	(1.106404e+01 2.990471e+00 5.196720e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56607       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.339556e+01	(1.238916e-02 1.787074e-02 1.100000e-02)	0
1.56607       	p_rgh         	1.623458e+03	(3.969928e-02 1.502666e-02 1.100000e-02)	1	7.055486e+04	(1.111600e+00 -1.181882e-01 1.100000e-02)	9
1.56607       	omega         	1.307341e+02	(1.054947e+00 -3.525186e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56646       	U             	(-2.567179e+00 1.316985e-02 1.132099e-28)	(6.555674e-03 1.584099e-02 1.100000e-02)	0	(5.907796e+00 8.778358e-01 8.528291e-27)	(1.139730e-02 1.786900e-02 1.100000e-02)	0
1.56646       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.335231e+01	(1.159269e-02 1.784604e-02 1.100000e-02)	0
1.56646       	p_rgh         	1.661969e+03	(3.901228e-02 1.496791e-02 1.100000e-02)	1	7.056509e+04	(1.111600e+00 -1.182761e-01 1.100000e-02)	9
1.56646       	omega         	1.305624e+02	(1.054951e+00 -3.393745e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56685       	U             	(-2.946209e-01 -5.202228e-01 -2.538252e-27)	(7.074146e-03 1.587683e-02 1.100000e-02)	0	(4.226621e+00 3.302088e-01 5.743356e-27)	(1.139279e-02 1.775455e-02 1.100000e-02)	0
1.56685       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.276210e+01	(1.080833e-02 1.771154e-02 1.100000e-02)	0
1.56685       	p_rgh         	1.636651e+03	(3.967525e-02 1.436166e-02 1.100000e-02)	1	7.057623e+04	(1.111600e+00 -1.183602e-01 1.100000e-02)	9
1.56685       	omega         	1.303536e+02	(1.062501e+00 -3.580131e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56724       	U             	(-1.728244e+00 -3.912480e-01 1.247526e-28)	(6.555674e-03 1.584099e-02 1.100000e-02)	0	(9.883427e+00 1.186703e+00 1.150910e-27)	(8.031466e-03 1.782024e-02 1.100000e-02)	0
1.56724       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.337232e+01	(1.023301e-02 1.767063e-02 1.100000e-02)	0
1.56724       	p_rgh         	1.734313e+03	(2.874179e-02 1.645960e-02 1.100000e-02)	1	7.057770e+04	(1.111600e+00 -1.183602e-01 1.100000e-02)	9
1.56724       	omega         	1.301570e+02	(1.062501e+00 -3.580131e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56763       	U             	(-2.369335e+00 -1.000717e+00 0.000000e+00)	(1.150957e-02 1.573264e-02 1.100000e-02)	0	(1.124206e+01 1.051630e+00 2.020484e-27)	(8.957020e-03 1.838875e-02 1.100000e-02)	0
1.56763       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.585484e+01	(9.670698e-03 1.773599e-02 1.100000e-02)	0
1.56763       	p_rgh         	1.804535e+03	(2.046433e-02 1.455924e-02 1.100000e-02)	1	7.058107e+04	(1.111600e+00 -1.184408e-01 1.100000e-02)	9
1.56763       	omega         	1.299861e+02	(1.062501e+00 -3.580131e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56802       	U             	(-9.804425e-01 -4.137605e-01 0.000000e+00)	(7.072028e-03 1.582379e-02 1.100000e-02)	0	(1.106487e+01 2.984163e+00 5.311191e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56802       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.437538e+01	(9.296492e-03 1.767335e-02 1.100000e-02)	0
1.56802       	p_rgh         	1.839279e+03	(1.904035e-02 1.499111e-02 1.100000e-02)	0	7.058316e+04	(1.111600e+00 -1.185179e-01 1.100000e-02)	9
1.56802       	omega         	1.298404e+02	(1.062501e+00 -3.580131e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56841       	U             	(-3.175508e+00 -3.107002e-01 -8.034343e-27)	(1.131141e-02 1.568644e-02 1.100000e-02)	0	(1.108488e+01 2.979677e+00 5.460098e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56841       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273394e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56841       	p_rgh         	1.853036e+03	(1.627723e-02 1.462609e-02 1.100000e-02)	0	7.057930e+04	(1.111600e+00 -1.185179e-01 1.100000e-02)	9
1.56841       	omega         	1.296927e+02	(1.062504e+00 -3.448361e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5688        	U             	(-5.842626e-01 -2.454920e-01 -2.799889e-27)	(1.090906e-02 1.536361e-02 1.100000e-02)	0	(1.109617e+01 2.980207e+00 5.440388e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.5688        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273393e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.5688        	p_rgh         	1.835696e+03	(1.679855e-02 1.656586e-02 1.100000e-02)	0	7.058276e+04	(1.111600e+00 -1.185917e-01 1.100000e-02)	9
1.5688        	omega         	1.294983e+02	(1.070055e+00 -3.635075e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56918       	U             	(-1.566137e+00 -2.085234e-01 -2.463084e-27)	(9.790307e-03 1.602411e-02 1.100000e-02)	0	(1.110771e+01 2.978872e+00 5.470788e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56918       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273391e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56918       	p_rgh         	1.827700e+03	(1.771739e-02 1.688575e-02 1.100000e-02)	0	7.058096e+04	(1.111600e+00 -1.185917e-01 1.100000e-02)	9
1.56918       	omega         	1.293010e+02	(1.070055e+00 -3.635075e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56957       	U             	(-1.722602e+00 -3.023878e-01 -4.479114e-27)	(9.419960e-03 1.611029e-02 1.100000e-02)	0	(1.111611e+01 2.979065e+00 5.416787e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56957       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273391e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56957       	p_rgh         	1.820250e+03	(1.839809e-02 1.658209e-02 1.100000e-02)	0	7.057662e+04	(1.111600e+00 -1.185917e-01 1.100000e-02)	9
1.56957       	omega         	1.291283e+02	(1.070055e+00 -3.635075e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.56995       	U             	(-1.935961e+00 -1.407240e-01 -6.043772e-28)	(9.051865e-03 1.615507e-02 1.100000e-02)	0	(1.112483e+01 2.980853e+00 5.429701e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.56995       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273392e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.56995       	p_rgh         	1.811319e+03	(1.933821e-02 1.657818e-02 1.100000e-02)	0	7.057087e+04	(1.111600e+00 -1.185917e-01 1.100000e-02)	9
1.56995       	omega         	1.289795e+02	(1.070055e+00 -3.635075e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57034       	U             	(-1.661975e+00 -3.066025e-02 -9.511461e-27)	(8.682949e-03 1.608222e-02 1.100000e-02)	0	(1.114303e+01 2.976519e+00 5.529171e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.57034       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273389e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57034       	p_rgh         	1.801735e+03	(2.029822e-02 1.657538e-02 1.100000e-02)	1	7.056353e+04	(1.111600e+00 -1.186623e-01 1.100000e-02)	9
1.57034       	omega         	1.288494e+02	(1.070058e+00 -3.502977e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57072       	U             	(-2.323908e+00 -6.849182e-02 -1.132338e-28)	(1.212480e-02 1.624230e-02 1.100000e-02)	0	(1.115326e+01 2.977417e+00 5.581718e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.57072       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273388e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57072       	p_rgh         	1.795103e+03	(2.128309e-02 1.669240e-02 1.100000e-02)	1	7.055169e+04	(1.111600e+00 -1.185917e-01 1.100000e-02)	9
1.57072       	omega         	1.286687e+02	(1.077609e+00 -3.690020e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.5711        	U             	(-2.502103e+00 -2.339906e-02 -1.747767e-28)	(1.333530e-02 1.603150e-02 1.100000e-02)	0	(1.116813e+01 2.976170e+00 5.646817e-27)	(-1.071475e-04 1.762649e-02 1.100000e-02)	2
1.5711        	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273387e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.5711        	p_rgh         	1.784553e+03	(2.201530e-02 1.625515e-02 1.100000e-02)	1	7.053916e+04	(1.111600e+00 -1.185917e-01 1.100000e-02)	9
1.5711        	omega         	1.284707e+02	(1.077609e+00 -3.690020e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57148       	U             	(-1.917556e+00 -2.037023e-01 -4.696221e-28)	(1.544775e-02 1.589413e-02 1.100000e-02)	0	(1.095094e+01 3.018680e+00 5.044771e-27)	(8.636733e-04 1.690622e-02 1.100000e-02)	2
1.57148       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273387e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57148       	p_rgh         	1.777135e+03	(2.303635e-02 1.636310e-02 1.100000e-02)	1	7.052311e+04	(1.111600e+00 -1.185917e-01 1.100000e-02)	9
1.57148       	omega         	1.282965e+02	(1.077609e+00 -3.690020e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57186       	U             	(-2.910613e+00 -1.687603e-01 -8.290708e-28)	(6.583729e-03 1.654217e-02 1.100000e-02)	0	(1.229880e+01 1.043048e+00 3.076730e-27)	(9.910675e-03 1.906708e-02 1.100000e-02)	0
1.57186       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273385e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57186       	p_rgh         	1.769033e+03	(2.407461e-02 1.635904e-02 1.100000e-02)	1	7.050879e+04	(1.111600e+00 -1.185179e-01 1.100000e-02)	9
1.57186       	omega         	1.281458e+02	(1.077609e+00 -3.690020e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57224       	U             	(-2.716965e+00 -2.967576e-02 -8.853905e-28)	(7.268068e-03 1.637207e-02 1.100000e-02)	0	(6.745727e-01 8.412172e-01 6.757013e-27)	(1.058919e-02 1.702957e-02 1.100000e-02)	0
1.57224       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273384e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57224       	p_rgh         	1.815146e+03	(2.487852e-02 1.664363e-02 1.100000e-02)	1	7.048573e+04	(1.111600e+00 -1.185179e-01 1.100000e-02)	9
1.57224       	omega         	1.280177e+02	(1.077609e+00 -3.690020e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57262       	U             	(-2.647281e+00 -5.647865e-02 -4.490040e-28)	(7.970409e-03 1.628663e-02 1.100000e-02)	0	(3.671792e+00 6.839782e-01 8.576656e-27)	(2.598832e-01 -7.434202e-03 1.100000e-02)	8
1.57262       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273382e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57262       	p_rgh         	1.829699e+03	(1.748575e-02 1.680170e-02 1.100000e-02)	0	7.047251e+04	(1.111600e+00 -1.185179e-01 1.100000e-02)	9
1.57262       	omega         	1.278536e+02	(1.077611e+00 -3.557593e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57299       	U             	(-2.637403e+00 -1.473308e-01 -6.877838e-28)	(1.905520e-02 1.537781e-02 1.100000e-02)	0	(1.125731e+01 2.982218e+00 6.435344e-27)	(8.636733e-04 1.690622e-02 1.100000e-02)	2
1.57299       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.273380e+01	(-1.505568e-01 1.059942e-05 1.100000e-02)	4
1.57299       	p_rgh         	1.825543e+03	(1.817135e-02 1.671898e-02 1.100000e-02)	0	7.168691e+04	(-5.155972e-02 9.546185e-05 1.100000e-02)	4
1.57299       	omega         	1.276983e+02	(1.085163e+00 -3.744965e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57336       	U             	(-2.878136e+00 1.876072e-02 -1.081805e-27)	(1.953596e-02 1.552455e-02 1.100000e-02)	0	(8.884239e+00 2.800865e+00 7.963902e-27)	(1.557828e-03 1.680922e-02 1.100000e-02)	2
1.57336       	k             	2.922230e-04	(1.561886e-02 1.468819e-02 1.100000e-02)	0	1.507204e+01	(1.400846e-03 1.649748e-02 1.100000e-02)	2
1.57336       	p_rgh         	1.825191e+03	(1.911562e-02 1.695124e-02 1.100000e-02)	0	8.170880e+04	(-5.155972e-02 9.546185e-05 1.100000e-02)	4
1.57336       	omega         	1.275243e+02	(1.085163e+00 -3.744965e-02 1.100000e-02)	8	5.430720e+05	(8.844358e-03 1.555013e-02 1.100000e-02)	0
1.57378       	U             	(-1.724699e+00 1.190989e-01 -1.827146e-28)	(1.210189e-02 1.565846e-02 1.100000e-02)	0	(1.081048e+01 1.061819e+00 2.744257e-27)	(1.645641e-02 1.925256e-02 1.100000e-02)	0
